premise,hypothesis,label,lang_abv
three children are playing on a swing in the garden .,a man is playing a guitar .,1,en
a man and a boy behind the wheel of a car .,a man is playing a guitar .,0,en
a vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder .,a man is playing a guitar .,2,en
white dog playing in the snow .,a man is playing a guitar .,1,en
dog running through the snow .,a man is playing a guitar .,2,en
a group of chinese people sitting and laying down together on what appears to be a front porch .,a man is playing a guitar .,1,en
a man is posing on a ski board with snow in the background .,a man is playing a guitar .,1,en
"a bearded man , using a wooden pole , stir bowl - like objects around in a large metal box filled with water .",a man is playing a guitar .,0,en
"a person with brown hair wearing a blue shirt and purple banda around their neck is chi a design into a round , brick pillar",a man is playing a guitar .,0,en
a group of people and a dog sitting on the steps .,a man is playing a guitar .,0,en
a bare - chest man fitting his head and arm into a toilet seat ring while spectators watch in a city .,a man is playing a guitar .,1,en
a group of people look to the side and a boy starts to run .,a man is playing a guitar .,1,en
a man and a child are laughing at each other .,a man is playing a guitar .,1,en
a boy in a red jacket and bal hat sliding on his knees down a snowy hill,a man is playing a guitar .,2,en
gentleman sketch on brown paper at christmas .,a man is playing a guitar .,2,en
"a man looks at an ipad on a subway , while a beautiful women reads a book .",a man is playing a guitar .,1,en
a woman in her swim is kicking a ball on the beach .,a man is playing a guitar .,2,en
a cement worker is working on a new sidewalk outside of a clothing store .,a man is playing a guitar .,2,en
"a man and two women are walking down a wooded path , the man is pushing a young child in a three wheel carriage .",a man is playing a guitar .,2,en
a gentleman standing on steps getting his picture taken by a girl wearing a dress .,a man is playing a guitar .,1,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",a man is playing a guitar .,2,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,a man is playing a guitar .,2,en
a couple of newly kissing underneath the bride ' s veil .,a man is playing a guitar .,0,en
a blond woman in a black shirt is standing behind a counter .,a man is playing a guitar .,2,en
man and a child at an exhibit booth looking at something .,a man is playing a guitar .,1,en
a yellow back near a large pile of dirt and rocks near a blue machine with a worker standing on it .,a man is playing a guitar .,2,en
a dog jumps to catch a red ball outside .,a man is playing a guitar .,1,en
a man takes a picture of another two men in a crowd .,a man is playing a guitar .,0,en
a woman roller with knee and elbow pads and a helmet jumping into the air .,a man is playing a guitar .,1,en
two men entering a brick home during the snow .,a man is playing a guitar .,2,en
six seated men converse and one man fiddle with an interesting contra .,a man is playing a guitar .,1,en
"a female bi wearing black , and having four number 9 ' s printed on her limbs on a bike .",a man is playing a guitar .,2,en
a person sitting on a rock beside a waterfall .,a man is playing a guitar .,0,en
two brown and white dogs running on a grassy but brown fence yard .,a man is playing a guitar .,0,en
a group of people sitting around a table eating food .,a man is playing a guitar .,2,en
boy in mid on bicycle,a man is playing a guitar .,0,en
a group of people in red clothing with sc ride down the hill on roller .,a man is playing a guitar .,1,en
a woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing .,a man is playing a guitar .,2,en
a female in the middle of a vehicle is holding a camera and is pointing it towards the backseat .,a man is playing a guitar .,1,en
this is when daddy taught her how to ride her sc .,a man is playing a guitar .,0,en
"a person is sitting on a yellow picnic table with a water bottle , while a baby stroll sits beside her .",a man is playing a guitar .,1,en
a golden dog bounds across the snow - covered hill .,a man is playing a guitar .,1,en
girls dressed in red stand in a line .,a man is playing a guitar .,1,en
two dogs are digging under a large rock with their bottoms to the camera .,a man is playing a guitar .,2,en
the man is digging in the sand while others watch to see what he discovers .,a man is playing a guitar .,2,en
group of people wearing black shirts riding in an open top vehicle .,a man is playing a guitar .,2,en
woman reading a book with a grocery to .,a man is playing a guitar .,0,en
a man does a skating trick off of graffiti - filled stairs .,a man is playing a guitar .,0,en
"a lady , dressed in a costume , is posing with an axe in the middle of the woods .",a man is playing a guitar .,1,en
a brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water .,a man is playing a guitar .,1,en
family gathered together in a house enjoying each other company .,a man is playing a guitar .,0,en
a young man waits on a bench with his bag behind a few advertisements in london .,a man is playing a guitar .,1,en
a blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something .,a man is playing a guitar .,0,en
asian women selling fruits from baskets at an outdoor market,a man is playing a guitar .,2,en
a dog and a cat are swimming in a swimming pool .,a man is playing a guitar .,2,en
"there are several asian people , one wearing a baseball cap .",a man is playing a guitar .,0,en
a woman is leaning against a wall with her shoe off .,a man is playing a guitar .,0,en
a young blond boy is eating cake with a spoon .,a man is playing a guitar .,0,en
two silhouette people paddle a canoe on the ocean during sunset .,a man is playing a guitar .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,a man is playing a guitar .,1,en
a group of people dancing together .,a man is playing a guitar .,0,en
a man from one football team trying to dodge a tackle from a player from the opposing football team .,a man is playing a guitar .,0,en
a wet child stands in chest deep ocean water .,a man is playing a guitar .,1,en
two construction workers talk while looking at a naval ship .,a man is playing a guitar .,1,en
a little boy playing outside on the cement .,a man is playing a guitar .,2,en
a smiling man and a baby girl posing for photo .,a man is playing a guitar .,2,en
brown and cream dog with tongue out in front of grassy forest,a man is playing a guitar .,1,en
a younger man dressed in tribal attire .,a man is playing a guitar .,2,en
"a bicycle rider wearing racing gear pedal a yellow bike past the wire fence at the edge of a field , with a stand of trees in",a man is playing a guitar .,2,en
two men reno a brick wall outside .,a man is playing a guitar .,2,en
elderly woman climbing up the stairs .,a man is playing a guitar .,1,en
a woman looks at a plate filled with steam .,a man is playing a guitar .,1,en
a black man wearing a down jacket with his arms spread and holding a pink comb .,a man is playing a guitar .,0,en
a tall elder man is standing with his hand around another shorter elder man in the middle of the city,a man is playing a guitar .,2,en
"two hu sit perched on horses , dressed in extravagant ceremonial wear , each holding a sabre in their right hand , reigns to the horse",a man is playing a guitar .,0,en
a tennis player in blue shorts and a white shirt making an aggressive back swing towards the tennis ball .,a man is playing a guitar .,2,en
a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halt .,a man is playing a guitar .,1,en
there are a group of track runners bracing to take off .,a man is playing a guitar .,1,en
a man visiting a friend in the hospital .,a man is playing a guitar .,0,en
"five children , two boys and three girls , with the girls wearing white scar , sit on the pavement outside in front of a large window",a man is playing a guitar .,1,en
two men are playing during a basketball game .,a man is playing a guitar .,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",a man is playing a guitar .,2,en
a group of children playing with props,a man is playing a guitar .,1,en
two sam play in the snow .,a man is playing a guitar .,1,en
a man wearing a black jacket stands next to a body of water .,a man is playing a guitar .,2,en
a child is sticking her head out of the 00 taxi cab and screaming .,a man is playing a guitar .,0,en
a man is pushing many cart of bread down the street .,a man is playing a guitar .,1,en
two green painted women perform for a crowd of on .,a man is playing a guitar .,0,en
a crowd watching a duo in blue dance on a stage .,a man is playing a guitar .,1,en
violin soloists take the stage during the orchestra ' s opening show at the theater .,a man is playing a guitar .,2,en
bubbles surround a statue in the middle of a street .,a man is playing a guitar .,2,en
a shirt man rock climbs .,a man is playing a guitar .,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,a man is playing a guitar .,0,en
the young man is trying to balance on the train tracks .,a man is playing a guitar .,0,en
several women wearing dresses dance in the forest .,a man is playing a guitar .,2,en
a dog is on the beach near a ball .,a man is playing a guitar .,0,en
a woman sweeping in front of a ladder on a busy street .,a man is playing a guitar .,2,en
a band performing at a local bar or club .,a man is playing a guitar .,0,en
man with an orange banda is playing the flute .,a man is playing a guitar .,1,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,a man is playing a guitar .,0,en
a man is riding a bicycle in the street .,a man is playing a guitar .,0,en
a large number of people wearing only white and red are walking on a street .,a man is playing a guitar .,0,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a man is playing a guitar .,1,en
two men in black pants and black shirts practice martial arts on a green gym floor .,a man is playing a guitar .,2,en
men in hard hats work along a wall .,a man is playing a guitar .,2,en
a dog runs .,a man is playing a guitar .,0,en
"a young , well - dressed black man seated behind a drum set and smiling .",a man is playing a guitar .,0,en
a man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins . f .,a man is playing a guitar .,1,en
a man stands by a load of boxes near a pizza restaurant .,a man is playing a guitar .,2,en
this is a very large vegetable stand under a white tent .,a man is playing a guitar .,1,en
a man in a suit cheering in a library in front of children .,a man is playing a guitar .,0,en
a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .,a man is playing a guitar .,0,en
six or seven people are standing on a pier with a table and a pair of glasses in the fore .,a man is playing a guitar .,0,en
people sitting in chairs along a tree - lined sidewalk .,a man is playing a guitar .,0,en
a large crowd is standing around the start line .,a man is playing a guitar .,2,en
a man touching a hanging strand of lamps .,a man is playing a guitar .,0,en
"a boy in an orange "" spring hill "" ball team uniform , pitching the ball .",a man is playing a guitar .,0,en
a demolition crane tearing down what is left of a building with a man standing on a platform spraying water .,a man is playing a guitar .,0,en
people in chairs around a table,a man is playing a guitar .,1,en
two women in bathing suits play on the beach .,a man is playing a guitar .,2,en
a white duck is spreading its wings while sitting on the water .,a man is playing a guitar .,0,en
"a man , woman , and child get their picture taken in front of the mountains .",a man is playing a guitar .,0,en
person para with a board in the ocean .,a man is playing a guitar .,0,en
workers are removing ice from a walkway .,a man is playing a guitar .,2,en
boy in red and black shirt walks through grass .,a man is playing a guitar .,1,en
walkers on a concrete boardwalk under a blue sky .,a man is playing a guitar .,2,en
a young boy attempts to push the wal shopping cart for a man .,a man is playing a guitar .,0,en
a young girl poses with a trophy in the park .,a man is playing a guitar .,0,en
the two dogs are playing catch with a red fr .,a man is playing a guitar .,0,en
a boy at the beach runs through the surf towards three other people who are already in the water .,a man is playing a guitar .,0,en
a motor gets some air over a rough hill .,a man is playing a guitar .,0,en
a couple about to kiss somewhere .,a man is playing a guitar .,1,en
a man in suit waiting for the green light .,a man is playing a guitar .,2,en
a young male sitting in front of a computer monitor,a man is playing a guitar .,2,en
a brown dog plays in a deep pile of snow .,a man is playing a guitar .,1,en
a man sits at a table in a room .,a man is playing a guitar .,1,en
"a plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .",a man is playing a guitar .,2,en
two men help each other cut a sheet of plastic .,a man is playing a guitar .,0,en
a woman with a pink purse walks down a crowded sidewalk .,a man is playing a guitar .,1,en
young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow .,a man is playing a guitar .,1,en
a boy is being splashed in a swimming pool .,a man is playing a guitar .,1,en
two teens trying to win a prize at a carnival .,a man is playing a guitar .,1,en
a guy with long hair is making a sand sculpture,a man is playing a guitar .,0,en
a little girl wearing a yellow dress is sitting on the white rocks .,a man is playing a guitar .,2,en
four people standing on a hiking trail in a forest with big tree logs on the ground close to them .,a man is playing a guitar .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a man is playing a guitar .,2,en
a group of adults standing up with children in sports attire kneeling on the ground .,a man is playing a guitar .,2,en
a young blond child wearing a black shirt and white shorts looks at the sky with a bridge and water in the background .,a man is playing a guitar .,0,en
a man wearing a white t - shirt and shorts is rock climbing with other people wearing blue hard hats .,a man is playing a guitar .,2,en
"two men , in their later years , one wearing a hat , the other wearing glasses are fixing some sort of machine .",a man is playing a guitar .,0,en
a man is playing drums with a band .,a man is playing a guitar .,0,en
two men stand in the center of a clearing with mountains in the background .,a man is playing a guitar .,0,en
"two construction workers perched on an i beam , ass a building frame .",a man is playing a guitar .,1,en
"a drummer wearing a plaid shirt , jeans , and a purple had bangs his drum .",a man is playing a guitar .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a man is playing a guitar .,2,en
a group of young people pose for a picture in a field,a man is playing a guitar .,2,en
a woman with a blue shirt and colorful hair has just thrown the bowling ball .,a man is playing a guitar .,1,en
"two men , one in a red shirt and one in a white shirt , are on a boat in the beautiful blue - green water .",a man is playing a guitar .,0,en
a man is playing with his skate on a street .,a man is playing a guitar .,2,en
two teams of men are playing basketball on a court in an empty stadium .,a man is playing a guitar .,1,en
two men walking in summer attire .,a man is playing a guitar .,1,en
a man balance a un using his face and both hands .,a man is playing a guitar .,1,en
"a man wearing a white shirt and a hat , riding his bike , makes an obscene gesture to the photographer",a man is playing a guitar .,2,en
two young musicians play from a stage .,a man is playing a guitar .,2,en
three women are sitting on a green bench looking out at the coast .,a man is playing a guitar .,0,en
"a lone person in a long , black trench coat and scarf and carrying a red bag goes past an apparently - closed cafe at night , with",a man is playing a guitar .,2,en
a woman wearing white and black carries a serving tray .,a man is playing a guitar .,1,en
a musical group performs on stage with their instruments .,a man is playing a guitar .,0,en
a person crossing a bridge with train tracks .,a man is playing a guitar .,2,en
a man visiting a friend in the hospital .,a man is playing a guitar .,2,en
a woman in jeans and a woman in shorts are pet a baby kangaroo .,a man is playing a guitar .,2,en
group of young adults posing for picture near spanish - language sign .,a man is playing a guitar .,2,en
a todd sits on a stone wall surrounded by fallen leaves .,a man is playing a guitar .,2,en
a man with glasses wearing a tu and co stands near a man in a suit at a formal event .,a man is playing a guitar .,0,en
a male wearing a football uniform kicking a football during a football game .,a man is playing a guitar .,1,en
a rally in a different country .,a man is playing a guitar .,0,en
a man with ski poles and a large camping backpack trek through the snow .,a man is playing a guitar .,0,en
"a dirty , shirt homeless man sits on the sidewalk , holding his cup up to pass asking for change .",a man is playing a guitar .,2,en
a member of the army is walking with a german shepard while the dog has something in has mouth .,a man is playing a guitar .,1,en
a woman and two children walk along stones to cross a river while a dog swim .,a man is playing a guitar .,1,en
an old woman and a young man examine their bingo cards .,a man is playing a guitar .,0,en
two people bicycle on a path separated by small mountains .,a man is playing a guitar .,2,en
"a man in a blue shirt , blue jeans , and a red apron standing at a grill .",a man is playing a guitar .,1,en
"a man wearing a black t - shirt that says "" long live the dead "" pulls a shopping cart in the street near a nyc yellow taxi",a man is playing a guitar .,1,en
the young man is trying to balance on the train tracks .,a man is playing a guitar .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,a man is playing a guitar .,1,en
a young girl is standing in a kitchen holding a green bi .,a man is playing a guitar .,0,en
a patient is being worked on by doctors and nurses .,a man is playing a guitar .,0,en
this is a clown at an elementary school .,a man is playing a guitar .,1,en
a break man is performing for the kids at school,a man is playing a guitar .,2,en
a young lady toy with her watch .,a man is playing a guitar .,2,en
an older women tending to a garden .,a man is playing a guitar .,2,en
a girl in a blue shirt hugging a girl also in a blue shirt .,a man is playing a guitar .,2,en
two little boys are standing in a kitchen .,a man is playing a guitar .,1,en
"a man in a white shirt , dark shorts and a red cap is standing in a small green row with green o , in the",a man is playing a guitar .,0,en
a man tests model airplanes in an open field .,a man is playing a guitar .,0,en
two individuals use a photo ki,a man is playing a guitar .,1,en
a man is riding a bike along a dirt trail .,a man is playing a guitar .,1,en
two men in orange uniforms stand before a train and do some work .,a man is playing a guitar .,0,en
an older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eater with tea,a man is playing a guitar .,0,en
a man holds a rope for a boy who ' s about to climb a wall .,a man is playing a guitar .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,a man is playing a guitar .,2,en
a police officer standing next his police motor holding a yellow safety jacket .,a man is playing a guitar .,0,en
two men are fixing the side of an old brick building .,a man is playing a guitar .,2,en
two children re laying on a rug with some wooden bricks laid out in a square between them .,a man is playing a guitar .,0,en
a man walks along with a can of soda in his hand .,a man is playing a guitar .,1,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,a man is playing a guitar .,1,en
"one man wearing a pink and blue striped shirt , work gloves , and holding a yellow hard hat .",a man is playing a guitar .,0,en
a professional swimmer spit water out after surf while grabbing the hand of someone helping him back to land .,a man is playing a guitar .,2,en
a tractor decorated as a float for a parade,a man is playing a guitar .,0,en
two girls looking into camera and smiling,a man is playing a guitar .,2,en
two mountain are walking across a snow mountain .,a man is playing a guitar .,1,en
a crowd and two males dressed in different cultural attire playing the drums .,a man is playing a guitar .,0,en
young boy smiles at the camera from the tire swing .,a man is playing a guitar .,2,en
a man with an afro and banda playing electric guitar .,a man is playing a guitar .,1,en
a big black po running on the grass with a toy in its mouth .,a man is playing a guitar .,2,en
woman wearing an orange scarf holding a cell .,a man is playing a guitar .,1,en
a white greyhound dog wearing a muzzle runs around a track .,a man is playing a guitar .,0,en
a man is repairing roof shin .,a man is playing a guitar .,2,en
many children play in the water .,a man is playing a guitar .,2,en
a group of people stares at a wall that is filled with drawings in a building .,a man is playing a guitar .,1,en
"people seated at long tables all facing the same direction , some writing and some watching .",a man is playing a guitar .,1,en
pedestrian walking on the street,a man is playing a guitar .,2,en
a family with young children sits down outside .,a man is playing a guitar .,1,en
a man in an alaska sweatshirt stands behind a counter .,a man is playing a guitar .,2,en
a boy pushing a girl on a toy suv .,a man is playing a guitar .,0,en
"a black man wearing tan shorts , a yellow sweatshirt , and a baseball cap is holding up his hand and talking to an asian woman posing with",a man is playing a guitar .,2,en
a woman wearing a bright orange blouse is weaving .,a man is playing a guitar .,1,en
a police person is on a motorcycle on the side of a street .,a man is playing a guitar .,1,en
a climb wearing a red head is pulling himself up some gray rocks high above some green foliage .,a man is playing a guitar .,2,en
a lady in a white religious gown is being questioned by many people as she walks .,a man is playing a guitar .,1,en
"a woman holds a newspaper that says "" real change "" .",a man is playing a guitar .,0,en
a cowboy riding a horse at a rodeo .,a man is playing a guitar .,2,en
two men entering a brick home during the snow .,a man is playing a guitar .,0,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",a man is playing a guitar .,1,en
a woman looks at a plate filled with steam .,a man is playing a guitar .,1,en
asian individuals are taking pictures of some unidentified thing .,a man is playing a guitar .,2,en
a woman in an apron is looking for bread .,a man is playing a guitar .,2,en
a happy woman quite stands in front of a business that displays a closed sign and looks very animated .,a man is playing a guitar .,1,en
a child rides a bicycle in a sunny neighborhood .,a man is playing a guitar .,0,en
"a group of three men and two woman sitting at a table that has food , drinks , and a game on it .",a man is playing a guitar .,2,en
boy in red and black shirt walks through grass .,a man is playing a guitar .,2,en
a woman in an office making a phone call,a man is playing a guitar .,0,en
a man looks back while laughing and walking .,a man is playing a guitar .,0,en
a teenager laying down with paper crafts strewn about the floor,a man is playing a guitar .,2,en
two men spa in martial arts gear .,a man is playing a guitar .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a man is playing a guitar .,0,en
two soccer players are going after the ball .,a man is playing a guitar .,0,en
man jumping up in the air and splitting his legs with his mouth open .,a man is playing a guitar .,2,en
three people are standing on a lit stage while groups of people sitting at tables face them .,a man is playing a guitar .,2,en
