premise,hypothesis,label,lang_abv
a wet child stands in chest deep ocean water .,the kids are playing outside .,0,en
a man in a plaid red shirt casts his fishing line out into the water .,a man is performing on a street .,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",two people are using a telescope .,2,en
a man and woman sitting on the sidewalk .,a man is standing in front of some people .,1,en
passengers in a rusty yellow car driving down the street .,a man is sitting with his wife .,1,en
a school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign .,a dog is nap on a sofa .,1,en
a man is duck down between the red tu in a flower field .,the man is near a train .,1,en
a girl cross ski .,the girl is wearing green pants and carrying her pink hat .,2,en
a pale colored dog runs through a body of water .,the pilot is a man .,1,en
a woman talks on a cell while sitting in front of blue railing that are in front of the ocean .,the child is looking at the cat .,0,en
a man in a brown jacket stands with his arms spread .,the man is at a park .,2,en
three children are playing on a swing in the garden .,two women are working on a wall .,1,en
a man and a boy behind the wheel of a car .,a couple are walking to their wedding .,0,en
a vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder .,a dog is playing fetch with a cat .,2,en
white dog playing in the snow .,the woman is wearing a white bikini .,1,en
dog running through the snow .,a group of people is in a park .,2,en
a group of chinese people sitting and laying down together on what appears to be a front porch .,the man is working on something .,1,en
a man is posing on a ski board with snow in the background .,a man is standing on a bike and looking out in the garbage .,1,en
"a bearded man , using a wooden pole , stir bowl - like objects around in a large metal box filled with water .",a man is running along a dirt road .,0,en
"a person with brown hair wearing a blue shirt and purple banda around their neck is chi a design into a round , brick pillar",the girl is sitting at home .,0,en
a group of people and a dog sitting on the steps .,the man is throwing the cement mixer at the bull dressed as a person .,0,en
a bare - chest man fitting his head and arm into a toilet seat ring while spectators watch in a city .,a young girl and a boy are playing video games .,1,en
a group of people look to the side and a boy starts to run .,a tall human sitting,1,en
a man and a child are laughing at each other .,a man is eating an apple .,1,en
a boy in a red jacket and bal hat sliding on his knees down a snowy hill,the man is at a bowling alley .,2,en
gentleman sketch on brown paper at christmas .,the man is working on a sewer drain,2,en
"a man looks at an ipad on a subway , while a beautiful women reads a book .",a man is climbing a mountain .,1,en
a woman in her swim is kicking a ball on the beach .,a man is dancing with his girlfriend .,2,en
a cement worker is working on a new sidewalk outside of a clothing store .,a man is using a mirror to enter the building .,2,en
"a man and two women are walking down a wooded path , the man is pushing a young child in a three wheel carriage .",a dog is at the vet .,2,en
a gentleman standing on steps getting his picture taken by a girl wearing a dress .,two people are eating a meal .,1,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",the baby is crying as a pick can .,2,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,a man is standing with his eyes closed .,2,en
a couple of newly kissing underneath the bride ' s veil .,the man is riding a bike,0,en
a blond woman in a black shirt is standing behind a counter .,the dog is growling .,2,en
man and a child at an exhibit booth looking at something .,a little kid is trying to his new skate for a big race .,1,en
a yellow back near a large pile of dirt and rocks near a blue machine with a worker standing on it .,there are two women in a bar ordering cake .,2,en
a dog jumps to catch a red ball outside .,the people are running a marathon .,1,en
a man takes a picture of another two men in a crowd .,the man is wearing green pants .,0,en
a woman roller with knee and elbow pads and a helmet jumping into the air .,the man is at work .,1,en
two men entering a brick home during the snow .,a man is playing sports .,2,en
six seated men converse and one man fiddle with an interesting contra .,a couple are playing a game of ball .,1,en
"a female bi wearing black , and having four number 9 ' s printed on her limbs on a bike .",the people are in a museum .,2,en
a person sitting on a rock beside a waterfall .,a woman is being photographed .,0,en
two brown and white dogs running on a grassy but brown fence yard .,the dog is a stray dog .,0,en
a group of people sitting around a table eating food .,the men are sitting down .,2,en
boy in mid on bicycle,a woman is going to buy some food .,0,en
a group of people in red clothing with sc ride down the hill on roller .,the woman is in a swimming pool,1,en
a woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing .,the boy is afraid of the ground .,2,en
a female in the middle of a vehicle is holding a camera and is pointing it towards the backseat .,a man is sleeping on a bench .,1,en
this is when daddy taught her how to ride her sc .,a man is outside .,0,en
"a person is sitting on a yellow picnic table with a water bottle , while a baby stroll sits beside her .",a lady looks into the distance .,1,en
a golden dog bounds across the snow - covered hill .,a man is shining shoes .,1,en
girls dressed in red stand in a line .,the man is inside a building .,1,en
two dogs are digging under a large rock with their bottoms to the camera .,the people are visiting a movie .,2,en
the man is digging in the sand while others watch to see what he discovers .,a man is in the garden with a sword .,2,en
group of people wearing black shirts riding in an open top vehicle .,a man with a guitar is playing a video game .,2,en
woman reading a book with a grocery to .,a guy is running a marathon .,0,en
a man does a skating trick off of graffiti - filled stairs .,this is a marathon going on .,0,en
"a lady , dressed in a costume , is posing with an axe in the middle of the woods .",two men are fighting each other in a championship game .,1,en
a brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water .,a woman is in a band .,1,en
family gathered together in a house enjoying each other company .,the man is in a barber shop,0,en
a young man waits on a bench with his bag behind a few advertisements in london .,a man takes a picture of a painting .,1,en
a blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something .,there are children on a farm holding a sign .,0,en
asian women selling fruits from baskets at an outdoor market,a group of people are at a public place .,2,en
a dog and a cat are swimming in a swimming pool .,the young boy has a hands on his face .,2,en
"there are several asian people , one wearing a baseball cap .",the man is in a canoe .,0,en
a woman is leaning against a wall with her shoe off .,the man is doing a trick .,0,en
a young blond boy is eating cake with a spoon .,the man is on a way to a street .,0,en
two silhouette people paddle a canoe on the ocean during sunset .,the little girl is dressed as princess for the first time,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,a man is working on a project .,1,en
a group of people dancing together .,three men are sitting at the bar .,0,en
a man from one football team trying to dodge a tackle from a player from the opposing football team .,two men are working hard in a cubic building .,0,en
a wet child stands in chest deep ocean water .,a man is sleeping .,1,en
two construction workers talk while looking at a naval ship .,a woman holding a sign .,1,en
a little boy playing outside on the cement .,a female worker is in a body of water .,2,en
a smiling man and a baby girl posing for photo .,two men are working on a building .,2,en
brown and cream dog with tongue out in front of grassy forest,a man is in the ocean .,1,en
a younger man dressed in tribal attire .,the girl is wearing a bathing suit and jumping .,2,en
"a bicycle rider wearing racing gear pedal a yellow bike past the wire fence at the edge of a field , with a stand of trees in",a man is sitting on the grass .,2,en
two men reno a brick wall outside .,a person is getting a hair .,2,en
elderly woman climbing up the stairs .,a woman is taking a picture of herself .,1,en
a woman looks at a plate filled with steam .,the child is flying a kite .,1,en
a black man wearing a down jacket with his arms spread and holding a pink comb .,the men are playing a game of chess .,0,en
a tall elder man is standing with his hand around another shorter elder man in the middle of the city,the women is sitting on the ground .,2,en
"two hu sit perched on horses , dressed in extravagant ceremonial wear , each holding a sabre in their right hand , reigns to the horse",a man is playing a game with a child .,0,en
a tennis player in blue shorts and a white shirt making an aggressive back swing towards the tennis ball .,the man is wearing a shirt .,2,en
a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halt .,the man is working,1,en
there are a group of track runners bracing to take off .,a man is skate .,1,en
a man visiting a friend in the hospital .,a young man aims up his first catch .,0,en
"five children , two boys and three girls , with the girls wearing white scar , sit on the pavement outside in front of a large window",the man at the table is bored with his family .,1,en
two men are playing during a basketball game .,the woman is sewing and a bird,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",a woman is at a party .,2,en
a group of children playing with props,dog eating don,1,en
two sam play in the snow .,the men are wearing black .,1,en
a man wearing a black jacket stands next to a body of water .,the man is sitting down .,2,en
a child is sticking her head out of the 00 taxi cab and screaming .,two women are dressed as a clown .,0,en
a man is pushing many cart of bread down the street .,two people are outside,1,en
two green painted women perform for a crowd of on .,the man is at home eating,0,en
a crowd watching a duo in blue dance on a stage .,a man is walking on the sidewalk .,1,en
violin soloists take the stage during the orchestra ' s opening show at the theater .,a man is walking in the rain .,2,en
bubbles surround a statue in the middle of a street .,a man is walking on a street .,2,en
a shirt man rock climbs .,the man is running through a park .,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,the workers are sewing a new sewer pipe,0,en
the young man is trying to balance on the train tracks .,the people are indoors .,0,en
several women wearing dresses dance in the forest .,a man is playing his soprano saxophone .,2,en
a dog is on the beach near a ball .,"the man in blue sits at the other man , sleeping .",0,en
a woman sweeping in front of a ladder on a busy street .,a dog is chasing a cat .,2,en
a band performing at a local bar or club .,a man is talking to his wife at a restaurant .,0,en
man with an orange banda is playing the flute .,a person is riding a bicycle .,1,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,the man is preparing for a day of work .,0,en
a man is riding a bicycle in the street .,a man is working on a computer .,0,en
a large number of people wearing only white and red are walking on a street .,the man is wearing a red shirt .,0,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a human is painting a picture .,1,en
two men in black pants and black shirts practice martial arts on a green gym floor .,the women are very happy .,2,en
men in hard hats work along a wall .,the man is wearing a jacket .,2,en
a dog runs .,a family is watching tv .,0,en
"a young , well - dressed black man seated behind a drum set and smiling .",a child is playing with her dog .,0,en
a man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins . f .,a woman is sitting outside .,1,en
a man stands by a load of boxes near a pizza restaurant .,two boys watching dolphins .,2,en
this is a very large vegetable stand under a white tent .,a man is day dreaming .,1,en
a man in a suit cheering in a library in front of children .,the man is a bowler .,0,en
a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .,the man is old,0,en
six or seven people are standing on a pier with a table and a pair of glasses in the fore .,an old man is cooking for a family .,0,en
people sitting in chairs along a tree - lined sidewalk .,the woman is naked,0,en
a large crowd is standing around the start line .,the boy is sitting on the train .,2,en
a man touching a hanging strand of lamps .,a boy sleeps,0,en
"a boy in an orange "" spring hill "" ball team uniform , pitching the ball .",a boy is riding a un .,0,en
a demolition crane tearing down what is left of a building with a man standing on a platform spraying water .,a man is playing guitar on the sidewalk,0,en
people in chairs around a table,a building with mirrored construction site is waiting for them to break .,1,en
two women in bathing suits play on the beach .,the man is holding a drink .,2,en
a white duck is spreading its wings while sitting on the water .,a woman is a model .,0,en
"a man , woman , and child get their picture taken in front of the mountains .",a man is sleeping in his bed .,0,en
person para with a board in the ocean .,a woman is wearing a dress .,0,en
workers are removing ice from a walkway .,the child is a secret prodigy .,2,en
boy in red and black shirt walks through grass .,a group of people are watching a fight .,1,en
walkers on a concrete boardwalk under a blue sky .,five people are outside .,2,en
a young boy attempts to push the wal shopping cart for a man .,a girl is eating food at dinner .,0,en
a young girl poses with a trophy in the park .,a man is walking with his daughter .,0,en
the two dogs are playing catch with a red fr .,a horse wears a black shirt .,0,en
a boy at the beach runs through the surf towards three other people who are already in the water .,the woman is riding on the back of a large vehicle .,0,en
a motor gets some air over a rough hill .,there is a bike,0,en
a couple about to kiss somewhere .,the man is drawing a picture .,1,en
a man in suit waiting for the green light .,the man is singing into a microphone .,2,en
a young male sitting in front of a computer monitor,the woman is singing in the opera house .,2,en
a brown dog plays in a deep pile of snow .,a young black man and boy are on a beach vacation .,1,en
a man sits at a table in a room .,the man is watching tv .,1,en
"a plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .",a man is outside .,2,en
two men help each other cut a sheet of plastic .,the players are sitting on the bench .,0,en
a woman with a pink purse walks down a crowded sidewalk .,a team of people relaxing after a game .,1,en
young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow .,the lady is the child ' s mother,1,en
a boy is being splashed in a swimming pool .,a man is sitting on the steps .,1,en
two teens trying to win a prize at a carnival .,the man is a professional athlete .,1,en
a guy with long hair is making a sand sculpture,a man is talking to a woman .,0,en
a little girl wearing a yellow dress is sitting on the white rocks .,a woman is sleeping .,2,en
four people standing on a hiking trail in a forest with big tree logs on the ground close to them .,the woman is wearing a red dress .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a person sitting at a bar .,2,en
a group of adults standing up with children in sports attire kneeling on the ground .,the woman is planting flowers .,2,en
a young blond child wearing a black shirt and white shorts looks at the sky with a bridge and water in the background .,the people are sleeping .,0,en
a man wearing a white t - shirt and shorts is rock climbing with other people wearing blue hard hats .,the people are in a pond .,2,en
"two men , in their later years , one wearing a hat , the other wearing glasses are fixing some sort of machine .",a professional snow is on a ramp,0,en
a man is playing drums with a band .,the boy is wearing a red shirt .,0,en
two men stand in the center of a clearing with mountains in the background .,a man is resting on a bench .,0,en
"two construction workers perched on an i beam , ass a building frame .",the man is wearing a shirt .,1,en
"a drummer wearing a plaid shirt , jeans , and a purple had bangs his drum .",a man is playing volleyball .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,two kids are playing in a sand .,2,en
a group of young people pose for a picture in a field,the man is fishing .,2,en
a woman with a blue shirt and colorful hair has just thrown the bowling ball .,a girl is mo the floor .,1,en
"two men , one in a red shirt and one in a white shirt , are on a boat in the beautiful blue - green water .",the man has a camera .,0,en
a man is playing with his skate on a street .,a young boy is playing with a ut .,2,en
two teams of men are playing basketball on a court in an empty stadium .,the man is holding a violin .,1,en
two men walking in summer attire .,a woman is wearing a red coat .,1,en
a man balance a un using his face and both hands .,a man buying a bike .,1,en
"a man wearing a white shirt and a hat , riding his bike , makes an obscene gesture to the photographer",a woman is sitting in her office .,2,en
two young musicians play from a stage .,a man is standing on a building .,2,en
three women are sitting on a green bench looking out at the coast .,the girl is playing the clarinet .,0,en
"a lone person in a long , black trench coat and scarf and carrying a red bag goes past an apparently - closed cafe at night , with",the boys are playing in the pool .,2,en
a woman wearing white and black carries a serving tray .,a man is dancing on a stage .,1,en
a musical group performs on stage with their instruments .,there are people on a beach .,0,en
a person crossing a bridge with train tracks .,a man is waiting for someone to join him .,2,en
a man visiting a friend in the hospital .,kids are sliding on a jungle gym .,2,en
a woman in jeans and a woman in shorts are pet a baby kangaroo .,a human playing,2,en
group of young adults posing for picture near spanish - language sign .,a large crowd is watching a volleyball match .,2,en
a todd sits on a stone wall surrounded by fallen leaves .,the crowd is watching a parade .,2,en
a man with glasses wearing a tu and co stands near a man in a suit at a formal event .,a man plays piano,0,en
a male wearing a football uniform kicking a football during a football game .,a group of men are working at a building .,1,en
a rally in a different country .,a little girl is playing with a stick .,0,en
a man with ski poles and a large camping backpack trek through the snow .,two men stand in line at the d shop .,0,en
"a dirty , shirt homeless man sits on the sidewalk , holding his cup up to pass asking for change .",a woman is wearing a pink dress .,2,en
a member of the army is walking with a german shepard while the dog has something in has mouth .,a woman is experimenting with their friends .,1,en
a woman and two children walk along stones to cross a river while a dog swim .,a man and a man are watching a movie .,1,en
an old woman and a young man examine their bingo cards .,the man is on a ladder .,0,en
two people bicycle on a path separated by small mountains .,a performer is doing his tricks on his bicycle .,2,en
"a man in a blue shirt , blue jeans , and a red apron standing at a grill .",people are dancing .,1,en
"a man wearing a black t - shirt that says "" long live the dead "" pulls a shopping cart in the street near a nyc yellow taxi",a child plays soccer .,1,en
the young man is trying to balance on the train tracks .,the man is on the phone,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,a man is by a street .,1,en
a young girl is standing in a kitchen holding a green bi .,the people are sleeping .,0,en
a patient is being worked on by doctors and nurses .,a woman is eating .,0,en
this is a clown at an elementary school .,there is a boy outdoors .,1,en
a break man is performing for the kids at school,the man is looking at something .,2,en
a young lady toy with her watch .,a man is outside .,2,en
an older women tending to a garden .,the group of people are not standing .,2,en
a girl in a blue shirt hugging a girl also in a blue shirt .,a woman looks at a motorcycle .,2,en
two little boys are standing in a kitchen .,the men are fishing,1,en
"a man in a white shirt , dark shorts and a red cap is standing in a small green row with green o , in the",the man is driving a car .,0,en
a man tests model airplanes in an open field .,a woman is about to get on the train,0,en
two individuals use a photo ki,a man is taking to a dog on his motorcycle .,1,en
a man is riding a bike along a dirt trail .,a woman goes for a walk near a shrub .,1,en
two men in orange uniforms stand before a train and do some work .,a man is watching a child on a sl .,0,en
an older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eater with tea,a man is about to go bowling .,0,en
a man holds a rope for a boy who ' s about to climb a wall .,a man is sitting in a field .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,the man is wearing a shirt .,2,en
a police officer standing next his police motor holding a yellow safety jacket .,a guitar player is doing a trick for a friend .,0,en
two men are fixing the side of an old brick building .,a group of people are out with each other outside,2,en
two children re laying on a rug with some wooden bricks laid out in a square between them .,people are working to get a picture .,0,en
a man walks along with a can of soda in his hand .,a group of people are playing instruments .,1,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,a man is playing fetch with his dog .,1,en
"one man wearing a pink and blue striped shirt , work gloves , and holding a yellow hard hat .",a man is looking at the ground,0,en
a professional swimmer spit water out after surf while grabbing the hand of someone helping him back to land .,a child is dressed in a parade .,2,en
a tractor decorated as a float for a parade,a man is riding a bike .,0,en
two girls looking into camera and smiling,the football player is standing on the side .,2,en
two mountain are walking across a snow mountain .,the man is doing magic tricks .,1,en
a crowd and two males dressed in different cultural attire playing the drums .,there is a woman with a brown jacket .,0,en
young boy smiles at the camera from the tire swing .,the woman is trying to make a red dress .,2,en
a man with an afro and banda playing electric guitar .,a man is running a marathon .,1,en
a big black po running on the grass with a toy in its mouth .,people are watching a sport .,2,en
woman wearing an orange scarf holding a cell .,a lady is looking through a window .,1,en
a white greyhound dog wearing a muzzle runs around a track .,a man is playing an instrument .,0,en
a man is repairing roof shin .,a white woman is having her picture taken .,2,en
many children play in the water .,the woman is walking to her wedding dress .,2,en
a group of people stares at a wall that is filled with drawings in a building .,the man is on a cell phone .,1,en
"people seated at long tables all facing the same direction , some writing and some watching .",a woman in a black outfit is smoking a cigarette .,1,en
pedestrian walking on the street,a man pushes a cart .,2,en
a family with young children sits down outside .,a group of young adults are waiting for a train .,1,en
a man in an alaska sweatshirt stands behind a counter .,a girl is wearing a helmet .,2,en
a boy pushing a girl on a toy suv .,a man is taking a picture of his wife .,0,en
"a black man wearing tan shorts , a yellow sweatshirt , and a baseball cap is holding up his hand and talking to an asian woman posing with",the dog is asleep,2,en
a woman wearing a bright orange blouse is weaving .,a man is dressed up .,1,en
a police person is on a motorcycle on the side of a street .,the man is wearing solid black .,1,en
a climb wearing a red head is pulling himself up some gray rocks high above some green foliage .,a man in a black shirt and black cap is standing on top of his deceased wife ' s favorite chair,2,en
a lady in a white religious gown is being questioned by many people as she walks .,a man is carving a small sail .,1,en
"a woman holds a newspaper that says "" real change "" .",a young man is sleeping in a bed .,0,en
a cowboy riding a horse at a rodeo .,the woman is taking a bath .,2,en
two men entering a brick home during the snow .,a person is next to a bike .,0,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",two women eat at a cafe .,1,en
a woman looks at a plate filled with steam .,the dog has his mouth open .,1,en
asian individuals are taking pictures of some unidentified thing .,the pigs eat sheep,2,en
a woman in an apron is looking for bread .,a man is in a room .,2,en
a happy woman quite stands in front of a business that displays a closed sign and looks very animated .,a man is riding past a building .,1,en
a child rides a bicycle in a sunny neighborhood .,the woman is dancing .,0,en
"a group of three men and two woman sitting at a table that has food , drinks , and a game on it .",a man is sitting on a bench .,2,en
boy in red and black shirt walks through grass .,two people are in a canoe .,2,en
a woman in an office making a phone call,a man is looking into the sky .,0,en
a man looks back while laughing and walking .,the dogs are playing catch with their owner in the snow .,0,en
a teenager laying down with paper crafts strewn about the floor,a small group of people are hiking .,2,en
two men spa in martial arts gear .,a man is riding a bicycle,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a person is playing in a recreation .,0,en
two soccer players are going after the ball .,a black haired woman is playing soccer .,0,en
man jumping up in the air and splitting his legs with his mouth open .,the asian man is walking to the store .,2,en
three people are standing on a lit stage while groups of people sitting at tables face them .,two girls are riding bikes .,2,en
