premise,hypothesis,label,lang_abv
three children are playing on a swing in the garden .,the man is in a hospital .,1,en
a man and a boy behind the wheel of a car .,a girl is getting ready to perform in front of an audience .,0,en
a vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder .,a person is playing music .,2,en
white dog playing in the snow .,the man is wearing a white hat .,1,en
dog running through the snow .,a man is holding a black shirt .,2,en
a group of chinese people sitting and laying down together on what appears to be a front porch .,a man is playing the trombone .,1,en
a man is posing on a ski board with snow in the background .,a man is running in a marathon .,1,en
"a bearded man , using a wooden pole , stir bowl - like objects around in a large metal box filled with water .",a man is playing guitar .,0,en
"a person with brown hair wearing a blue shirt and purple banda around their neck is chi a design into a round , brick pillar",the men are playing basketball .,0,en
a group of people and a dog sitting on the steps .,the man is driving a car .,0,en
a bare - chest man fitting his head and arm into a toilet seat ring while spectators watch in a city .,a man is in a boat .,1,en
a group of people look to the side and a boy starts to run .,a child is playing in the sand .,1,en
a man and a child are laughing at each other .,a man is dressed in a blue shirt,1,en
a boy in a red jacket and bal hat sliding on his knees down a snowy hill,a man is playing a guitar .,2,en
gentleman sketch on brown paper at christmas .,a man is playing the piano for a group of people .,2,en
"a man looks at an ipad on a subway , while a beautiful women reads a book .",a man is riding a bike .,1,en
a woman in her swim is kicking a ball on the beach .,a man is wearing a shirt and green pants .,2,en
a cement worker is working on a new sidewalk outside of a clothing store .,a man is working on a project .,2,en
"a man and two women are walking down a wooded path , the man is pushing a young child in a three wheel carriage .",a person is in the woods .,2,en
a gentleman standing on steps getting his picture taken by a girl wearing a dress .,the man is wearing a red shirt .,1,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",the woman is wearing a black shirt .,2,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,a man is doing a trick .,2,en
a couple of newly kissing underneath the bride ' s veil .,the man is wearing a blue shirt .,0,en
a blond woman in a black shirt is standing behind a counter .,the person is outdoors .,2,en
man and a child at an exhibit booth looking at something .,a man is taking a picture,1,en
a yellow back near a large pile of dirt and rocks near a blue machine with a worker standing on it .,the boy is running in a race in the snow .,2,en
a dog jumps to catch a red ball outside .,the man is holding a monkey .,1,en
a man takes a picture of another two men in a crowd .,the man is wearing a pink shirt .,0,en
a woman roller with knee and elbow pads and a helmet jumping into the air .,a man is playing the guitar .,1,en
two men entering a brick home during the snow .,a man is playing an instrument .,2,en
six seated men converse and one man fiddle with an interesting contra .,a girl is playing in the sand .,1,en
"a female bi wearing black , and having four number 9 ' s printed on her limbs on a bike .",a man is on a boat .,2,en
a person sitting on a rock beside a waterfall .,a group of people are standing on the ground .,0,en
two brown and white dogs running on a grassy but brown fence yard .,the girl is in the bathroom .,0,en
a group of people sitting around a table eating food .,the man is wearing a shirt .,2,en
boy in mid on bicycle,a man is being chased by a group of people .,0,en
a group of people in red clothing with sc ride down the hill on roller .,the man is in a boat,1,en
a woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing .,the woman is wearing a white shirt .,2,en
a female in the middle of a vehicle is holding a camera and is pointing it towards the backseat .,a man is wearing a red shirt .,1,en
this is when daddy taught her how to ride her sc .,a man is playing the drums .,0,en
"a person is sitting on a yellow picnic table with a water bottle , while a baby stroll sits beside her .",a woman is riding a bike .,1,en
a golden dog bounds across the snow - covered hill .,a man is sleeping on a park bench .,1,en
girls dressed in red stand in a line .,a man is playing the drums .,1,en
two dogs are digging under a large rock with their bottoms to the camera .,the man is wearing a green shirt .,2,en
the man is digging in the sand while others watch to see what he discovers .,a man is in the middle of a crowd .,2,en
group of people wearing black shirts riding in an open top vehicle .,a man is working on a project .,2,en
woman reading a book with a grocery to .,a woman is holding a baby .,0,en
a man does a skating trick off of graffiti - filled stairs .,the man is wearing a red shirt .,0,en
"a lady , dressed in a costume , is posing with an axe in the middle of the woods .",the man is sitting down .,1,en
a brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water .,a man is in a band .,1,en
family gathered together in a house enjoying each other company .,the man is in a gym,0,en
a young man waits on a bench with his bag behind a few advertisements in london .,a man is sitting on a bench .,1,en
a blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something .,the woman is in a race car .,0,en
asian women selling fruits from baskets at an outdoor market,a man is in the water .,2,en
a dog and a cat are swimming in a swimming pool .,the man is sleeping .,2,en
"there are several asian people , one wearing a baseball cap .",the man is in a bicycle race .,0,en
a woman is leaning against a wall with her shoe off .,a man is standing in the middle of a park with a dog .,0,en
a young blond boy is eating cake with a spoon .,the man is in a city .,0,en
two silhouette people paddle a canoe on the ocean during sunset .,a man is riding a bike .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,a man is looking at a woman in a white shirt .,1,en
a group of people dancing together .,there is a woman looking at the camera .,0,en
a man from one football team trying to dodge a tackle from a player from the opposing football team .,the man is in the woods .,0,en
a wet child stands in chest deep ocean water .,a man is wearing a shirt .,1,en
two construction workers talk while looking at a naval ship .,a group of people are sitting in a circle .,1,en
a little boy playing outside on the cement .,a woman is working,2,en
a smiling man and a baby girl posing for photo .,the man is on a plane .,2,en
brown and cream dog with tongue out in front of grassy forest,a man is in the kitchen .,1,en
a younger man dressed in tribal attire .,the men are sitting at home,2,en
"a bicycle rider wearing racing gear pedal a yellow bike past the wire fence at the edge of a field , with a stand of trees in",a man is holding a microphone .,2,en
two men reno a brick wall outside .,a woman is holding a child .,2,en
elderly woman climbing up the stairs .,a man is outside .,1,en
a woman looks at a plate filled with steam .,a woman is walking down the street .,1,en
a black man wearing a down jacket with his arms spread and holding a pink comb .,the man is trying to catch the bus .,0,en
a tall elder man is standing with his hand around another shorter elder man in the middle of the city,the man is holding a tennis rack .,2,en
"two hu sit perched on horses , dressed in extravagant ceremonial wear , each holding a sabre in their right hand , reigns to the horse",a man is playing a game in a park .,0,en
a tennis player in blue shorts and a white shirt making an aggressive back swing towards the tennis ball .,the man is wearing a shirt .,2,en
a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halt .,a man is playing a violin .,1,en
there are a group of track runners bracing to take off .,a man is crying .,1,en
a man visiting a friend in the hospital .,a man is cooking dinner .,0,en
"five children , two boys and three girls , with the girls wearing white scar , sit on the pavement outside in front of a large window",the man is in a car .,1,en
two men are playing during a basketball game .,the man is enjoying his time with the dog .,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",a man is on a bus .,2,en
a group of children playing with props,three men are in a boat .,1,en
two sam play in the snow .,the man is wearing a red shirt .,1,en
a man wearing a black jacket stands next to a body of water .,the man is sitting down .,2,en
a child is sticking her head out of the 00 taxi cab and screaming .,the man is wearing a red shirt .,0,en
a man is pushing many cart of bread down the street .,the man is at a party .,1,en
two green painted women perform for a crowd of on .,a man is playing soccer .,0,en
a crowd watching a duo in blue dance on a stage .,a man is sitting on a bench .,1,en
violin soloists take the stage during the orchestra ' s opening show at the theater .,a man is sitting in a chair .,2,en
bubbles surround a statue in the middle of a street .,a man is sitting on a chair .,2,en
a shirt man rock climbs .,the man is playing with a ball .,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,a woman is cooking .,0,en
the young man is trying to balance on the train tracks .,a man is posing for a picture .,0,en
several women wearing dresses dance in the forest .,a man is playing the trumpet .,2,en
a dog is on the beach near a ball .,a man is drinking beer .,0,en
a woman sweeping in front of a ladder on a busy street .,a person is sleeping .,2,en
a band performing at a local bar or club .,a man is standing in front of a building .,0,en
man with an orange banda is playing the flute .,a woman is wearing a dress .,1,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,the man is selling stuff .,0,en
a man is riding a bicycle in the street .,a man is looking at a picture of a woman .,0,en
a large number of people wearing only white and red are walking on a street .,the man is wearing a red shirt .,0,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a young man is riding a bike .,1,en
two men in black pants and black shirts practice martial arts on a green gym floor .,a man is playing the piano .,2,en
men in hard hats work along a wall .,the man is wearing a hat .,2,en
a dog runs .,a man is waiting for his wife to arrive .,0,en
"a young , well - dressed black man seated behind a drum set and smiling .",a woman is playing with her dog .,0,en
a man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins . f .,a man is holding a baby .,1,en
a man stands by a load of boxes near a pizza restaurant .,the woman is jumping for joy .,2,en
this is a very large vegetable stand under a white tent .,a man is going to work .,1,en
a man in a suit cheering in a library in front of children .,a man is in the park .,0,en
a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .,the man is on a boat .,0,en
six or seven people are standing on a pier with a table and a pair of glasses in the fore .,the man is in the kitchen .,0,en
people sitting in chairs along a tree - lined sidewalk .,a man is riding a bike .,0,en
a large crowd is standing around the start line .,the woman is wearing a pink shirt .,2,en
a man touching a hanging strand of lamps .,a woman sits in a chair .,0,en
"a boy in an orange "" spring hill "" ball team uniform , pitching the ball .",a woman is wearing a black shirt .,0,en
a demolition crane tearing down what is left of a building with a man standing on a platform spraying water .,a man is playing an instrument .,0,en
people in chairs around a table,a man is skate .,1,en
two women in bathing suits play on the beach .,the man is standing on the street .,2,en
a white duck is spreading its wings while sitting on the water .,a group of people are sitting on the steps .,0,en
"a man , woman , and child get their picture taken in front of the mountains .",a man is driving a car .,0,en
person para with a board in the ocean .,a group of people are sitting in a park .,0,en
workers are removing ice from a walkway .,the woman is a nurse about to eat .,2,en
boy in red and black shirt walks through grass .,a man is working on a project .,1,en
walkers on a concrete boardwalk under a blue sky .,two people are playing a game .,2,en
a young boy attempts to push the wal shopping cart for a man .,a woman is wearing a jacket and a scarf .,0,en
a young girl poses with a trophy in the park .,a man is sitting on a bench .,0,en
the two dogs are playing catch with a red fr .,a person is walking,0,en
a boy at the beach runs through the surf towards three other people who are already in the water .,the man is wearing a shirt,0,en
a motor gets some air over a rough hill .,the man is upset,0,en
a couple about to kiss somewhere .,the man is wearing a blue shirt .,1,en
a man in suit waiting for the green light .,the man is wearing a white shirt,2,en
a young male sitting in front of a computer monitor,the man is wearing a suit .,2,en
a brown dog plays in a deep pile of snow .,a man is in a rodeo .,1,en
a man sits at a table in a room .,a man is sitting with his family .,1,en
"a plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .",a man is playing music for people .,2,en
two men help each other cut a sheet of plastic .,the woman is wearing a baseball cap .,0,en
a woman with a pink purse walks down a crowded sidewalk .,a family is at home sleeping,1,en
young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow .,the woman is a model .,1,en
a boy is being splashed in a swimming pool .,a man is sitting on the floor .,1,en
two teens trying to win a prize at a carnival .,the man is a professional photographer .,1,en
a guy with long hair is making a sand sculpture,a man is standing in a park .,0,en
a little girl wearing a yellow dress is sitting on the white rocks .,a man is painting a landscape .,2,en
four people standing on a hiking trail in a forest with big tree logs on the ground close to them .,the man is wearing a red shirt .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a woman is wearing a shirt .,2,en
a group of adults standing up with children in sports attire kneeling on the ground .,the man is sleeping .,2,en
a young blond child wearing a black shirt and white shorts looks at the sky with a bridge and water in the background .,the people are walking in the snow .,0,en
a man wearing a white t - shirt and shorts is rock climbing with other people wearing blue hard hats .,the man is a farmer,2,en
"two men , in their later years , one wearing a hat , the other wearing glasses are fixing some sort of machine .",a woman is talking to a man .,0,en
a man is playing drums with a band .,the woman is wearing a white dress .,0,en
two men stand in the center of a clearing with mountains in the background .,a man is riding a horse .,0,en
"two construction workers perched on an i beam , ass a building frame .",a man is walking down the street .,1,en
"a drummer wearing a plaid shirt , jeans , and a purple had bangs his drum .",a man is playing soccer .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,the woman is using a camera .,2,en
a group of young people pose for a picture in a field,a man is singing .,2,en
a woman with a blue shirt and colorful hair has just thrown the bowling ball .,a young girl is playing with a toy .,1,en
"two men , one in a red shirt and one in a white shirt , are on a boat in the beautiful blue - green water .",a man is trying to beat the finish line .,0,en
a man is playing with his skate on a street .,a man is working on a project .,2,en
two teams of men are playing basketball on a court in an empty stadium .,a man is talking to his wife .,1,en
two men walking in summer attire .,a man is sitting on a bench .,1,en
a man balance a un using his face and both hands .,a man is in the middle of the street .,1,en
"a man wearing a white shirt and a hat , riding his bike , makes an obscene gesture to the photographer",a group of people are walking in a park .,2,en
two young musicians play from a stage .,a man is playing the drums,2,en
three women are sitting on a green bench looking out at the coast .,a young man is having fun with his family .,0,en
"a lone person in a long , black trench coat and scarf and carrying a red bag goes past an apparently - closed cafe at night , with",the woman is sitting on a bench .,2,en
a woman wearing white and black carries a serving tray .,a man is wearing a red shirt .,1,en
a musical group performs on stage with their instruments .,the woman is on a horse .,0,en
a person crossing a bridge with train tracks .,a man is holding a microphone .,2,en
a man visiting a friend in the hospital .,people are drinking .,2,en
a woman in jeans and a woman in shorts are pet a baby kangaroo .,a young girl is at the park .,2,en
group of young adults posing for picture near spanish - language sign .,a man is reading a book in the library .,2,en
a todd sits on a stone wall surrounded by fallen leaves .,a person is walking .,2,en
a man with glasses wearing a tu and co stands near a man in a suit at a formal event .,a man is riding a bicycle .,0,en
a male wearing a football uniform kicking a football during a football game .,a man is wearing a white shirt .,1,en
a rally in a different country .,a man is reading a book .,0,en
a man with ski poles and a large camping backpack trek through the snow .,the man is a model .,0,en
"a dirty , shirt homeless man sits on the sidewalk , holding his cup up to pass asking for change .",a group of people are sitting on a bench .,2,en
a member of the army is walking with a german shepard while the dog has something in has mouth .,a group of friends are watching a movie .,1,en
a woman and two children walk along stones to cross a river while a dog swim .,a man and a man are talking .,1,en
an old woman and a young man examine their bingo cards .,the man is in a parade .,0,en
two people bicycle on a path separated by small mountains .,a dog is running through the grass .,2,en
"a man in a blue shirt , blue jeans , and a red apron standing at a grill .",there is a man with a cigarette .,1,en
"a man wearing a black t - shirt that says "" long live the dead "" pulls a shopping cart in the street near a nyc yellow taxi",a woman is buying a hot dog .,1,en
the young man is trying to balance on the train tracks .,the man is in a car .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,a man is on a boat .,1,en
a young girl is standing in a kitchen holding a green bi .,a man is carrying a bag of groceries .,0,en
a patient is being worked on by doctors and nurses .,a group of people are walking in the street .,0,en
this is a clown at an elementary school .,the people are walking outside .,1,en
a break man is performing for the kids at school,the man is near the microphone .,2,en
a young lady toy with her watch .,a man is playing with a dog .,2,en
an older women tending to a garden .,a man is playing a game .,2,en
a girl in a blue shirt hugging a girl also in a blue shirt .,a man is playing a violin .,2,en
two little boys are standing in a kitchen .,the man is wearing a shirt .,1,en
"a man in a white shirt , dark shorts and a red cap is standing in a small green row with green o , in the",the man is wearing a shirt .,0,en
a man tests model airplanes in an open field .,a man is on a horse .,0,en
two individuals use a photo ki,a man is playing an instrument .,1,en
a man is riding a bike along a dirt trail .,a group of people are playing chess .,1,en
two men in orange uniforms stand before a train and do some work .,a man is sitting on a bench .,0,en
an older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eater with tea,a man is at a train station .,0,en
a man holds a rope for a boy who ' s about to climb a wall .,a man is holding a baby .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,the man is wearing a shirt .,2,en
a police officer standing next his police motor holding a yellow safety jacket .,a woman is at the beach .,0,en
two men are fixing the side of an old brick building .,a man is sitting on a bench .,2,en
two children re laying on a rug with some wooden bricks laid out in a square between them .,two men are looking at a fish .,0,en
a man walks along with a can of soda in his hand .,a man is playing the piano .,1,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,a man is playing chess .,1,en
"one man wearing a pink and blue striped shirt , work gloves , and holding a yellow hard hat .",a man is outside .,0,en
a professional swimmer spit water out after surf while grabbing the hand of someone helping him back to land .,a woman is wearing a black shirt .,2,en
a tractor decorated as a float for a parade,a man is wearing a green shirt .,0,en
two girls looking into camera and smiling,a man is walking down the street .,2,en
two mountain are walking across a snow mountain .,the man is playing with his dog .,1,en
a crowd and two males dressed in different cultural attire playing the drums .,the man is sitting on the ground .,0,en
young boy smiles at the camera from the tire swing .,the man is outside .,2,en
a man with an afro and banda playing electric guitar .,a man is playing a violin .,1,en
a big black po running on the grass with a toy in its mouth .,two men are talking about the weather .,2,en
woman wearing an orange scarf holding a cell .,a woman is looking at a man .,1,en
a white greyhound dog wearing a muzzle runs around a track .,a man is playing the guitar .,0,en
a man is repairing roof shin .,a man is sitting in a chair .,2,en
many children play in the water .,a man is sitting on a bench .,2,en
a group of people stares at a wall that is filled with drawings in a building .,a man is taking a picture .,1,en
"people seated at long tables all facing the same direction , some writing and some watching .",a man is playing a harmonica .,1,en
pedestrian walking on the street,a man with a guitar is singing .,2,en
a family with young children sits down outside .,a man is riding his bike .,1,en
a man in an alaska sweatshirt stands behind a counter .,a woman is walking .,2,en
a boy pushing a girl on a toy suv .,a man is outside .,0,en
"a black man wearing tan shorts , a yellow sweatshirt , and a baseball cap is holding up his hand and talking to an asian woman posing with",the child is wearing a red shirt .,2,en
a woman wearing a bright orange blouse is weaving .,a man is wearing a red shirt,1,en
a police person is on a motorcycle on the side of a street .,a man is wearing a red shirt and holding a large stick .,1,en
a climb wearing a red head is pulling himself up some gray rocks high above some green foliage .,a man is wearing a black shirt,2,en
a lady in a white religious gown is being questioned by many people as she walks .,a man is climbing a rock wall .,1,en
"a woman holds a newspaper that says "" real change "" .",a man is sitting on a chair .,0,en
a cowboy riding a horse at a rodeo .,a man is playing an instrument .,2,en
two men entering a brick home during the snow .,a woman is looking at a camera .,0,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",the man is on a bike .,1,en
a woman looks at a plate filled with steam .,the person is playing the piano .,1,en
asian individuals are taking pictures of some unidentified thing .,a dog is running after a dog .,2,en
a woman in an apron is looking for bread .,a man is in a body of water .,2,en
a happy woman quite stands in front of a business that displays a closed sign and looks very animated .,a man is wearing clothes .,1,en
a child rides a bicycle in a sunny neighborhood .,the man is wearing a green shirt .,0,en
"a group of three men and two woman sitting at a table that has food , drinks , and a game on it .",a man is holding a baby .,2,en
boy in red and black shirt walks through grass .,the man is a professional surfer .,2,en
a woman in an office making a phone call,a man is outside .,0,en
a man looks back while laughing and walking .,the baby is watching tv .,0,en
a teenager laying down with paper crafts strewn about the floor,a man is holding a baby .,2,en
two men spa in martial arts gear .,a man is wearing a hat,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a woman is trying to get out of the rain .,0,en
two soccer players are going after the ball .,a man is standing on a sidewalk .,0,en
man jumping up in the air and splitting his legs with his mouth open .,the boy is wearing a red shirt .,2,en
three people are standing on a lit stage while groups of people sitting at tables face them .,the woman is wearing a red shirt .,2,en
