premise,hypothesis,label,lang_abv
a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart .,a girl watches tv .,2,en
a man interviews a boy in a gathering of people .,a person drives a race car .,2,en
a man with no shirt on is performing with a baton .,the man walks towards the homeless woman in shorts .,0,en
a cheer in a tight red and white uniform is passing out white t - shirts at a sporting event .,a football fan is during the race .,2,en
a group of people sitting around a small round table eating .,the man ' s cap is outdoors,1,en
a young boy in a dental examination .,a man is taking a shower .,2,en
"a man wearing a black cap is suspended in the air on a swing , as children are swinging on a swing set .",a mean likes to watch football .,0,en
a man holding a picture of a small dog is painting a small dog in near life size on a white canvas .,a man is painting a picture .,2,en
a young man in a blue t - shirt and sweat stands over a stove and looks at the camera while another young man stands behind him,two women and a red slide to death .,0,en
a person in a yellow helmet rock climbing while another person waits on the ground with the te .,the snow is naked .,1,en
an suv traveling through mud .,there are at least 3 people in the asian bathroom .,2,en
a bird is perched on a line of some sort attached to a pole .,these medical professionals are building writing in a park .,0,en
two men shining peoples shoes .,the people are smiling for a picture .,1,en
two men are wearing caps are looking at the ground with surprised expressions on their faces .,the child has begun due to them every work .,1,en
a rescue worker searches with a flashlight under a slab in a ruined building .,the woman is crossing a stream to get hurt .,0,en
an asian woman in a hat is measuring food from barrels with a lad into a smaller metal pan .,two dark containers of different color flags,1,en
four kids sitting at a table with food on several plates .,a man eats in shock at dinner .,2,en
villagers pulling in the fish boat .,three humans engaged in big game .,1,en
bi ride the course near the ocean as the day comes to an end .,the men are friends .,1,en
two men roast marsh in a fire pit .,the brunette is man in an office .,1,en
a man cooking over high flames .,the platform are orange,0,en
there is a person walking down a tree lined street with snow scattered about .,a baby has her mouth closed in holy property ' s gown .,2,en
two men at a fish market filled with boxes of fish and freshly cut fill study a weight scale .,three people are outdoors in a pep activity .,1,en
a wet child stands in chest deep ocean water .,there are no people present .,0,en
a man in a plaid red shirt casts his fishing line out into the water .,a man is sleeping on a bed,1,en
"two girls ( one dressed in blue , and one dressed in pink ) are racing one another on roller .",old people walking .,2,en
a man and woman sitting on the sidewalk .,the man is trying to catch the headlines .,1,en
passengers in a rusty yellow car driving down the street .,a young boy is sleeping for his life jacket that is not willing for weeks .,1,en
a school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign .,the swimmer is sweaty,1,en
a man is duck down between the red tu in a flower field .,the man is looking at the dogs .,1,en
a girl cross ski .,the boys are driving towards each on the lake .,2,en
a pale colored dog runs through a body of water .,the swimmer is a long race a horse .,1,en
a woman talks on a cell while sitting in front of blue railing that are in front of the ocean .,the dog is white .,0,en
a man in a brown jacket stands with his arms spread .,the young women is outside .,2,en
three children are playing on a swing in the garden .,woman listening to her favorite song,1,en
a man and a boy behind the wheel of a car .,a drummer performer plays on his sculpture .,0,en
a vietnamese woman wearing a gray top carries large clear bags of groceries using a stick to balance everything on her shoulder .,a teen is trying to jump a giant shuttle at the bar .,2,en
white dog playing in the snow .,there are two females .,1,en
dog running through the snow .,a woman gets hit,2,en
a group of chinese people sitting and laying down together on what appears to be a front porch .,the men are playing basketball outside .,1,en
a man is posing on a ski board with snow in the background .,a man in a forest,1,en
"a bearded man , using a wooden pole , stir bowl - like objects around in a large metal box filled with water .",a man is standing outside .,0,en
"a person with brown hair wearing a blue shirt and purple banda around their neck is chi a design into a round , brick pillar",two males are sitting at home .,0,en
a group of people and a dog sitting on the steps .,two men warm bo day on their vacation at a business call .,0,en
a bare - chest man fitting his head and arm into a toilet seat ring while spectators watch in a city .,the girl is a world - class sprinter occur .,1,en
a group of people look to the side and a boy starts to run .,the surgeons are getting some exercise .,1,en
a man and a child are laughing at each other .,a man playing golf .,1,en
a boy in a red jacket and bal hat sliding on his knees down a snowy hill,the man is going to catch the ball .,2,en
gentleman sketch on brown paper at christmas .,the man is outside .,2,en
"a man looks at an ipad on a subway , while a beautiful women reads a book .",a man in knee on the sidewalk of an office building behind a woman with linger sign and glaring he is calling .,1,en
a woman in her swim is kicking a ball on the beach .,a black dog stands near his tablet .,2,en
a cement worker is working on a new sidewalk outside of a clothing store .,the two men are wearing brown colored uniforms .,2,en
"a man and two women are walking down a wooded path , the man is pushing a young child in a three wheel carriage .",a teenage girl in red bathing suit in her hands dive into the water .,2,en
a gentleman standing on steps getting his picture taken by a girl wearing a dress .,every single file eating a dance .,1,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",the dogs are chasing animals,2,en
someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall,a man is giving a speech .,2,en
a couple of newly kissing underneath the bride ' s veil .,there is a cat with a single tail,0,en
a blond woman in a black shirt is standing behind a counter .,the blonde girl entertainer and sunglasses on .,2,en
man and a child at an exhibit booth looking at something .,the woman evaluate it .,1,en
a yellow back near a large pile of dirt and rocks near a blue machine with a worker standing on it .,people enjoying a concert .,2,en
a dog jumps to catch a red ball outside .,an old man on a laptop computers waiting for the pizza .,1,en
a man takes a picture of another two men in a crowd .,two women sit down inside their home .,0,en
a woman roller with knee and elbow pads and a helmet jumping into the air .,the man is going to work in his morning .,1,en
two men entering a brick home during the snow .,a man is playing jazz music .,2,en
six seated men converse and one man fiddle with an interesting contra .,a walks street with a flower filled with grass,1,en
"a female bi wearing black , and having four number 9 ' s printed on her limbs on a bike .",the people are on a yellow track .,2,en
a person sitting on a rock beside a waterfall .,the couple on the tire used their wedding on the back and bed .,0,en
two brown and white dogs running on a grassy but brown fence yard .,there are two people standing outside .,0,en
a group of people sitting around a table eating food .,the woman is carrying prison so they can travel to the fire .,2,en
boy in mid on bicycle,a child runs .,0,en
a group of people in red clothing with sc ride down the hill on roller .,there are no people in the city,1,en
a woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing .,two passengers enjoy each others company .,2,en
a female in the middle of a vehicle is holding a camera and is pointing it towards the backseat .,a man runs across the street to get home .,1,en
this is when daddy taught her how to ride her sc .,a man is playing music in a restaurant .,0,en
"a person is sitting on a yellow picnic table with a water bottle , while a baby stroll sits beside her .",a choir sings loudly on the streets of their sheet music .,1,en
a golden dog bounds across the snow - covered hill .,the man is ducks giant .,1,en
girls dressed in red stand in a line .,the man is outside .,1,en
two dogs are digging under a large rock with their bottoms to the camera .,the people are ignoring the baby .,2,en
the man is digging in the sand while others watch to see what he discovers .,a young lady in warm clothing poses .,2,en
group of people wearing black shirts riding in an open top vehicle .,a man smoking a cigarette and is making a sand .,2,en
woman reading a book with a grocery to .,a sad man is working on in an office environment .,0,en
a man does a skating trick off of graffiti - filled stairs .,three people are happily dancing .,0,en
"a lady , dressed in a costume , is posing with an axe in the middle of the woods .",several people are walking outside .,1,en
a brown and white dog walking away from a black and brown dog with a tennis ball in its mouth while standing in water .,the boy is a girl,1,en
family gathered together in a house enjoying each other company .,two men are having a picnic .,0,en
a young man waits on a bench with his bag behind a few advertisements in london .,a great softball player is trying to steal second base .,1,en
a blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something .,three guys hang out in a stroll .,0,en
asian women selling fruits from baskets at an outdoor market,a woman is in some water .,2,en
a dog and a cat are swimming in a swimming pool .,two students sleep ready to go by their parents .,2,en
"there are several asian people , one wearing a baseball cap .",they are waiting to board people .,0,en
a woman is leaning against a wall with her shoe off .,the man was sitting on the grass with the men scowl was blocking to . three .,0,en
a young blond boy is eating cake with a spoon .,he is using a tool,0,en
two silhouette people paddle a canoe on the ocean during sunset .,the woman is vacuum the bacon carpet .,0,en
four young children appear in this image wearing pants and shirts while they lounge in the room .,the young boy is caught the winning basket .,1,en
a group of people dancing together .,male musicians playing various instruments on stage .,0,en
a man from one football team trying to dodge a tackle from a player from the opposing football team .,women are buying things next to a brightly colored raft .,0,en
a wet child stands in chest deep ocean water .,a man is feeding his cat .,1,en
two construction workers talk while looking at a naval ship .,a boy pushes in the grass .,1,en
a little boy playing outside on the cement .,a runner slides to a party,2,en
a smiling man and a baby girl posing for photo .,music is trying to move it ' s out of the street while by his property,2,en
brown and cream dog with tongue out in front of grassy forest,a man on a ladder is happily illuminated .,1,en
a younger man dressed in tribal attire .,the doctor is nervous about buying a gr .,2,en
"a bicycle rider wearing racing gear pedal a yellow bike past the wire fence at the edge of a field , with a stand of trees in",a man is walking to work .,2,en
two men reno a brick wall outside .,a baby plays on .,2,en
elderly woman climbing up the stairs .,the child is near a lake .,1,en
a woman looks at a plate filled with steam .,the dog is swimming in the pool .,1,en
a black man wearing a down jacket with his arms spread and holding a pink comb .,an asian man is playing basketball in his apartment .,0,en
a tall elder man is standing with his hand around another shorter elder man in the middle of the city,there is a person outside the water holding a sign .,2,en
"two hu sit perched on horses , dressed in extravagant ceremonial wear , each holding a sabre in their right hand , reigns to the horse",a man is playing the guitar at a bar .,0,en
a tennis player in blue shorts and a white shirt making an aggressive back swing towards the tennis ball .,two people are swimming in the pool .,2,en
a woman standing in front of a wall holding a can of bud light with her shirt tied into a semi - halt .,the man snow,1,en
there are a group of track runners bracing to take off .,a small child climbs on a toy while a kid watches .,1,en
a man visiting a friend in the hospital .,a girl is sha her head to her friends .,0,en
"five children , two boys and three girls , with the girls wearing white scar , sit on the pavement outside in front of a large window",two men dive in a bar sitting outside .,1,en
two men are playing during a basketball game .,there are some carrot .,0,en
"woman in a blue dress and carrying a black purse , rides a sc down the street .",the players are in a game .,2,en
a group of children playing with props,photographers men are on the roof .,1,en
two sam play in the snow .,some women are sleeping,1,en
a man wearing a black jacket stands next to a body of water .,some people are reading stories at the market .,2,en
a child is sticking her head out of the 00 taxi cab and screaming .,someone is out standing on a bicycle .,0,en
a man is pushing many cart of bread down the street .,man on his phone,1,en
two green painted women perform for a crowd of on .,the group is near boats and water .,0,en
a crowd watching a duo in blue dance on a stage .,a man struggling to run his kid on a track .,1,en
violin soloists take the stage during the orchestra ' s opening show at the theater .,a group of women are trying to get to stand smoking,2,en
bubbles surround a statue in the middle of a street .,a man is performing in a park .,2,en
a shirt man rock climbs .,two men are talking about in a sunny room by hand,2,en
a man wearing a yellow motorcycle jacket on a motorcycle in mid with a man watching in the background,the duo of robbed the house clean some the sound ' s building .,0,en
the young man is trying to balance on the train tracks .,the people are jogging .,0,en
several women wearing dresses dance in the forest .,a group of people are outdoors .,2,en
a dog is on the beach near a ball .,the woman in glasses wears red and - full - laced hair seasons the pizza,0,en
a woman sweeping in front of a ladder on a busy street .,the cowboy is laying down in a parking lot .,2,en
a band performing at a local bar or club .,a man walking his dog in a dump truck .,0,en
man with an orange banda is playing the flute .,a dog is resting on it ' s leash .,1,en
a middle - aged man in a collar shirt is raising his forearms next to his face .,two men play xbox .,0,en
a man is riding a bicycle in the street .,a man is working on his farm .,0,en
a large number of people wearing only white and red are walking on a street .,there is a pair of men and people sitting on steps .,0,en
"six males , four with shirts and two without , have taken a break from their construction work on a building .",a female is studying water or drink .,1,en
two men in black pants and black shirts practice martial arts on a green gym floor .,the girl is using the picture .,2,en
men in hard hats work along a wall .,there is a guy on the track .,2,en
a dog runs .,a team of guys jump after a ball game .,0,en
"a young , well - dressed black man seated behind a drum set and smiling .",a warm temple is currently drinking in a bowl of bottles . .,0,en
a man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins . f .,a child is sitting outside .,1,en
a man stands by a load of boxes near a pizza restaurant .,different breeds magician are sitting on a bench in an empty football game for disney world record .,2,en
this is a very large vegetable stand under a white tent .,a man is next to a painting .,1,en
a man in a suit cheering in a library in front of children .,the man is a pomeranian .,0,en
a brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .,one woman is running a race for the game .,0,en
six or seven people are standing on a pier with a table and a pair of glasses in the fore .,three best friends are practicing before a professional professional event .,0,en
people sitting in chairs along a tree - lined sidewalk .,the guy is chasing a cat .,0,en
a large crowd is standing around the start line .,two guys in orange vest are working on red work outside a building .,2,en
a man touching a hanging strand of lamps .,a crossing youths .,0,en
"a boy in an orange "" spring hill "" ball team uniform , pitching the ball .",the todd is in a forest .,0,en
a demolition crane tearing down what is left of a building with a man standing on a platform spraying water .,the man is working at night .,0,en
people in chairs around a table,a woman walks barefoot .,1,en
two women in bathing suits play on the beach .,two women jump into the buildings,2,en
a white duck is spreading its wings while sitting on the water .,a boy waves,0,en
"a man , woman , and child get their picture taken in front of the mountains .",a man is enjoying time out and clean while taking a snow floor .,0,en
person para with a board in the ocean .,2 females are carrying fire .,0,en
workers are removing ice from a walkway .,"an intersection up , showing bal samples upon the sidewalk as it on securely .",2,en
boy in red and black shirt walks through grass .,a woman is working on her car .,1,en
walkers on a concrete boardwalk under a blue sky .,drunk man is training for a weight call,2,en
a young boy attempts to push the wal shopping cart for a man .,a couple is resting after climbing swings,0,en
a young girl poses with a trophy in the park .,a man is carrying the bags of his car,0,en
the two dogs are playing catch with a red fr .,the towel will use a fishing net for the rec as he climbed to the edge in the high dive before the ocean .,0,en
a boy at the beach runs through the surf towards three other people who are already in the water .,it is sunny outside .,0,en
a motor gets some air over a rough hill .,people are drinking boo,0,en
a couple about to kiss somewhere .,there is a soccer game being played .,1,en
a man in suit waiting for the green light .,the women are asleep on a couch,2,en
a young male sitting in front of a computer monitor,two boys are eating lunch at the cafeteria .,2,en
a brown dog plays in a deep pile of snow .,a woman is with a bonnet at a orange table eating rice .,1,en
a man sits at a table in a room .,the women are wearing sunglasses .,1,en
"a plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .",the man is home dancing in his break while he takes a drink,2,en
two men help each other cut a sheet of plastic .,the asian man is holding a toy .,0,en
a woman with a pink purse walks down a crowded sidewalk .,a t - american surfer catches their shift into his backyard .,1,en
young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow .,there are some people standing in front of a building .,1,en
a boy is being splashed in a swimming pool .,"a group of water polo wearing pink and green , are playing hide - in bed .",1,en
two teens trying to win a prize at a carnival .,there is a man that is fully dressed up like a pirate .,1,en
a guy with long hair is making a sand sculpture,a man talks to a woman .,0,en
a little girl wearing a yellow dress is sitting on the white rocks .,a child is preparing to throw a ball .,2,en
four people standing on a hiking trail in a forest with big tree logs on the ground close to them .,two boys are swimming in a pool .,2,en
a man in a white t - shirt and jeans is holding a mall and chi next to his abstract sculpture which stands on several bricks,a basketball player throwing the ball .,2,en
a group of adults standing up with children in sports attire kneeling on the ground .,two construction workers demonstrate cooperation,2,en
a young blond child wearing a black shirt and white shorts looks at the sky with a bridge and water in the background .,they are talking loud .,0,en
a man wearing a white t - shirt and shorts is rock climbing with other people wearing blue hard hats .,the people are on the roller coaster .,2,en
"two men , in their later years , one wearing a hat , the other wearing glasses are fixing some sort of machine .",a couple of women are getting on a kay on a boat .,0,en
a man is playing drums with a band .,some kids are walking down a busy street .,0,en
two men stand in the center of a clearing with mountains in the background .,the man is stretching .,0,en
"two construction workers perched on an i beam , ass a building frame .",the men are dressed up as the wizard of polo .,1,en
"a drummer wearing a plaid shirt , jeans , and a purple had bangs his drum .",a man is playing harmonica - music .,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,old couple walking to the street as people play .,2,en
a group of young people pose for a picture in a field,the little girl sat on the chair in bed .,2,en
a woman with a blue shirt and colorful hair has just thrown the bowling ball .,a guy with disguise is dancing,1,en
"two men , one in a red shirt and one in a white shirt , are on a boat in the beautiful blue - green water .",the man wears a confused shirt .,0,en
a man is playing with his skate on a street .,a rock climb is riding a bro .,2,en
two teams of men are playing basketball on a court in an empty stadium .,"the men are sitting on the ground , who they have just returned on a beautiful night out from view .",1,en
two men walking in summer attire .,a brown dog is lou on the floor .,1,en
a man balance a un using his face and both hands .,a man examines a garbage can of soup .,1,en
"a man wearing a white shirt and a hat , riding his bike , makes an obscene gesture to the photographer",a boy is sitting in his room .,2,en
two young musicians play from a stage .,a man is holding a camera,2,en
three women are sitting on a green bench looking out at the coast .,the horse is red,0,en
"a lone person in a long , black trench coat and scarf and carrying a red bag goes past an apparently - closed cafe at night , with",two dogs are running in the sand .,2,en
a woman wearing white and black carries a serving tray .,a man sits next to a reading machine on a sunny day .,1,en
a musical group performs on stage with their instruments .,three animals playing .,0,en
a person crossing a bridge with train tracks .,a man is reading his autobiography newspaper on a bench in front of a young sculpture .,2,en
a man visiting a friend in the hospital .,mongolian woman jumps on a hill .,2,en
a woman in jeans and a woman in shorts are pet a baby kangaroo .,the baseball player is a rookie,2,en
group of young adults posing for picture near spanish - language sign .,the girl plays with her .,2,en
a todd sits on a stone wall surrounded by fallen leaves .,the umbrella has red eyes legs .,2,en
a man with glasses wearing a tu and co stands near a man in a suit at a formal event .,a man rides by .,0,en
a male wearing a football uniform kicking a football during a football game .,a woman is pushing a walk home .,1,en
a rally in a different country .,a woman is riding a bike .,0,en
a man with ski poles and a large camping backpack trek through the snow .,children are practicing .,0,en
"a dirty , shirt homeless man sits on the sidewalk , holding his cup up to pass asking for change .",a boy helping his mother holding it .,2,en
a member of the army is walking with a german shepard while the dog has something in has mouth .,a boy is indoors with his shirt .,1,en
a woman and two children walk along stones to cross a river while a dog swim .,a group of men,1,en
an old woman and a young man examine their bingo cards .,there is a man outside going on the sidewalk .,0,en
two people bicycle on a path separated by small mountains .,a batter is running down the field in front of a large buddhist courtyard .,2,en
"a man in a blue shirt , blue jeans , and a red apron standing at a grill .",dog is laying on the seat of a mansion .,1,en
"a man wearing a black t - shirt that says "" long live the dead "" pulls a shopping cart in the street near a nyc yellow taxi",a dog jumps onto a log .,1,en
the young man is trying to balance on the train tracks .,two men performing a jazz song .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,a man throwing a ball .,1,en
a young girl is standing in a kitchen holding a green bi .,the people are picking crops .,0,en
a patient is being worked on by doctors and nurses .,a boy is laying in his bed at home,0,en
this is a clown at an elementary school .,three people are seated outdoors .,1,en
a break man is performing for the kids at school,the woman just got heavy in the supermarket woman .,2,en
a young lady toy with her watch .,the people are going to a movie theater .,2,en
an older women tending to a garden .,the woman is playing a game .,2,en
a girl in a blue shirt hugging a girl also in a blue shirt .,a person rides a un .,2,en
two little boys are standing in a kitchen .,this woman is invisible,1,en
"a man in a white shirt , dark shorts and a red cap is standing in a small green row with green o , in the",two women are pushing a cart containing afternoon outside .,0,en
a man tests model airplanes in an open field .,a child is not in a store .,0,en
two individuals use a photo ki,the woman is white .,1,en
a man is riding a bike along a dirt trail .,a boy jumps over a sand .,1,en
two men in orange uniforms stand before a train and do some work .,a man is painting a metal colored house machine that is flooded .,0,en
an older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eater with tea,the mother was out with her pet with her dog .,0,en
a man holds a rope for a boy who ' s about to climb a wall .,a small child is playing in a tennis court .,1,en
shadowed cyclist jumps over camera at sunset as shadowed photographer films .,two women walk together for a large dinner together .,2,en
a police officer standing next his police motor holding a yellow safety jacket .,a tall person in a coat .,0,en
two men are fixing the side of an old brick building .,a woman playing baseball .,2,en
two children re laying on a rug with some wooden bricks laid out in a square between them .,cat walking in the road,0,en
a man walks along with a can of soda in his hand .,a woman in a dress is buying something from an app at her grocery store .,1,en
a guy in a bright green hood is crossing a cross while looking at an accident between some cars and a bike .,a group of people sipping face at a hotel,1,en
"one man wearing a pink and blue striped shirt , work gloves , and holding a yellow hard hat .",a man is taking a romantic cover,0,en
a professional swimmer spit water out after surf while grabbing the hand of someone helping him back to land .,a dog is climbing a mountain .,2,en
a tractor decorated as a float for a parade,a young man clean his bathroom after a halloween party .,0,en
two girls looking into camera and smiling,the lake is extremely cold .,2,en
two mountain are walking across a snow mountain .,two old boys are dressed nicely .,1,en
a crowd and two males dressed in different cultural attire playing the drums .,three women are falling down the mountain .,0,en
young boy smiles at the camera from the tire swing .,there are two men in this picture,2,en
a man with an afro and banda playing electric guitar .,the children are playing in the mud .,1,en
a big black po running on the grass with a toy in its mouth .,humans sitting .,2,en
woman wearing an orange scarf holding a cell .,the bike man is stationary .,1,en
a white greyhound dog wearing a muzzle runs around a track .,a life is sitting in a large large chair .,0,en
a man is repairing roof shin .,a woman is carrying a purple pot .,2,en
many children play in the water .,the guy is wearing a gray sweater mask .,2,en
a group of people stares at a wall that is filled with drawings in a building .,the woman is going to get a divorce of soda .,1,en
"people seated at long tables all facing the same direction , some writing and some watching .",the person in the white scarf is diving into the water,1,en
pedestrian walking on the street,a group leans against a wall they just found,2,en
a family with young children sits down outside .,a woman is laying naked,1,en
a man in an alaska sweatshirt stands behind a counter .,a singer is singing .,2,en
a boy pushing a girl on a toy suv .,a man is taking off the box to his hat .,0,en
"a black man wearing tan shorts , a yellow sweatshirt , and a baseball cap is holding up his hand and talking to an asian woman posing with",some peoples are gathered,2,en
a woman wearing a bright orange blouse is weaving .,a woman is shopping at a man ' s market .,1,en
a police person is on a motorcycle on the side of a street .,the children are sleeping after a wedding chase .,1,en
a climb wearing a red head is pulling himself up some gray rocks high above some green foliage .,a group of boys is at a party .,2,en
a lady in a white religious gown is being questioned by many people as she walks .,a man is poking into a microphone .,1,en
"a woman holds a newspaper that says "" real change "" .",a woman is selling dolls for a party .,0,en
a cowboy riding a horse at a rodeo .,the sun is bright to eat .,2,en
two men entering a brick home during the snow .,the bus is not empty,0,en
"a man on stage in the act of jumping , with a little boy in the background really enjoying it .",someone is baking .,1,en
a woman looks at a plate filled with steam .,there are bags on the track .,1,en
asian individuals are taking pictures of some unidentified thing .,the tapestry has been thrown on it just flipped the water .,2,en
a woman in an apron is looking for bread .,a man from a group of men is playing music for the crowd .,2,en
a happy woman quite stands in front of a business that displays a closed sign and looks very animated .,a family comes down excitedly in a soda .,1,en
a child rides a bicycle in a sunny neighborhood .,two boys are climbing a tree .,0,en
"a group of three men and two woman sitting at a table that has food , drinks , and a game on it .",a man walks through a field on the beach .,2,en
boy in red and black shirt walks through grass .,children are playing .,2,en
a woman in an office making a phone call,"a man tries to cure cancer his manuscript at 3a , delicious moves .",0,en
a man looks back while laughing and walking .,two jockey are trick racing on a stair rail .,0,en
a teenager laying down with paper crafts strewn about the floor,a woman is walking through a muddy area .,2,en
two men spa in martial arts gear .,a man stands near his driveway,2,en
three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat .,a dog is playing with a mo that plays a game yesterday,0,en
two soccer players are going after the ball .,a woman tripped by her side,0,en
man jumping up in the air and splitting his legs with his mouth open .,two cats are rough .,2,en
three people are standing on a lit stage while groups of people sitting at tables face them .,four happy friends riding motorcycles .,2,en
