,id,premise,hypothesis,lang_abv,language,label
682,ddab2da1fc,facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.,The State and Federal courts are part of the government judiciary system.,en,English,1
683,11aa7f0124,"But if Clinton consents, censure and community service can proceed.",The community service will proceed if Clinton allows it.,en,English,0
685,e8d1d4b4e8,uh it's in Georgia it's yeah it's right outside of Macon and and it's just a i like the way that i like the way that idea of the south is,It's in Georgia but it's a very long distance from Macon.,en,English,2
686,dafa540f4e,"From here it's all through the charming hillside village of Saint-Claude, with its upper-income homes, and on toward the summit or as far as the gendarmes are allowing traffic to proceed that day.",The gendarmes pay no attention to the flow of traffic.,en,English,2
687,02238b0d56,Participate in the postaward audit for assessing thedegree of success of the acquisition.,The award is given to different people every year.,en,English,1
689,f38f91a578,But the real dirty work had already been done.,His girlfriend already did the dirty work.,en,English,1
691,b121781eb5,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,en,English,0
692,7851818789,"The only drawback is, of course, the large crowds in summer.","Although it gets crowded in summer, it is still the best time to visit.",en,English,1
693,d31eaa191c,4 billion for mercury.,Cleaning up mercury pollution costs billions of dollars every year.,en,English,1
694,a04adf3518,Inside are leather-bound regimental books with each serviceperson's name duly inscribed.,The books don't mention individual names.,en,English,2
695,9cfab6f6b4,Neither does it include the mail sent in response to advertising.,The mail sent in response to advertising is included .,en,English,2
696,7e340d7aa4,uh i really i miss college i had a good time,College was horrible and I hated it. ,en,English,2
698,b3220eadc9,"The Standard , published a few days before Deng's death, covers similar territory.",The Washington Post covers similar territory.,en,English,1
701,749e5d5b13,oh i've never itemized yet,I've never itemized before.,en,English,0
702,10bbd14658,Excellent reviews for the collaboration between two of the '90s' most acclaimed jazz saxophonists.,Critics compared the music to deranged caterwauling cats.,en,English,2
703,9493ce1f6a,and the nurses aren't no see you have to pay that,You don't have to pay for that.,en,English,2
705,1be4c67e65,Near Jerusalem,It is three miles from Jerusalem.,en,English,1
706,28ef65c2d3,yeah and how about how about like on the weekends do you do sports or do you go out,Do you play sports on the weekend or do you go to the zoo?,en,English,1
707,dac997a01b,that's really true a lot of it is um the color certain colors seem to be more acceptable,It doesn't make a difference what color one wears. ,en,English,2
708,5fd0d3c068,"You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty.",The rewards are very fulfilling if you break stories.,en,English,2
709,b00d885d8b,"Just as in ancient times, without the River Nile, Egypt could not exist.","Without the Nile river, Egypt could not exist.",en,English,0
710,724136e4fb,"Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply.",There are no winners of the one year supply of Turtle wax.,en,English,2
711,c735321c57,"Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate opium on a bigger scale because they haven't received promised compensation for switching to other crops.",Pakistani poppy growers are mad at the government.,en,English,1
712,0917a0163b,"Mr. Clinton rewards Mr. Knight for his fund raising, Mr. Gore lays the groundwork for his anticipated presidential bid four years from now, and the companies, by hiring Mr. Knight, get the administration's ear.",Mr. Clinton appreciated Mr. Knight for his fund raising.,en,English,0
714,4be311390b,Title IV of the Clean Air Act (relating to acid deposition control),The title was placed due to widespread and irresponsible acid deposition. ,en,English,1
715,63c6adfacc,i don't know um-hum,I am not certain.,en,English,0
717,915a97f205,"It features over 50 outlets for discounted designer fashions, from Armani to DKNY.",It has over 50 discount stores for designer fashion brands.,en,English,0
721,aaa560ae67,Two of them saw Thorn coming.,Thorn was seen coming to battle by two of them.,en,English,1
722,6e824bf7d0,true yeah i know it isn't that ridiculous we have cable which helps a lot,We have had cable for the past five years.,en,English,1
724,246a813f59,"Clearly, yes.","Obviously, the answer is yes. ",en,English,0
726,460fd66ffe,"This tourist heartland is also home to 100,000 Jamaicans who live in the hills surrounding the town.","Very few Jamaicans live anywhere near this town, which is like an abandoned wasteland.",en,English,2
728,1554acfd80,"If you still want to join, it might be worked.",You can try to do it if you'd like to join.,en,English,0
731,99dbe7763a,"That first glimpse of the towering, steepled abbey rising from the sea on its rock is a moment you will not forget.",The sight of the abbey atop a rock in the sea is a stunning view.,en,English,0
732,cd0f47a79c,"A succession of discoveries has taught us about archeabacteria, very ancient and primitive single-cell organisms that live in the places you'd least expect anything to call home.","Several discoveries have taught us about archaebacteria, a very ancient and primitive single-cell organism that lives in unexpected places. ",en,English,0
734,60b5e24e05,"The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures, considered superior to the national collection in Delhi.",The Varanasi Hindu University has an art museum on its campus which may be superior objectively to the national collection in Delhi.,en,English,0
735,bfaec77806,Sir James's presence in Manchester was not accidental.,Sir James was present in Manchester on purpose.,en,English,0
738,fccb5ea574,Possibly no other country has had such a turbulent history.,The country's history has been turbulent.,en,English,0
739,d47eecd7dd,"It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.",The largest tower built along the coast was 30 feet high and 6 feet thick.,en,English,2
740,0431c8d90c,It profiles a new kind of office superstore-cum-hotel that sells generic office space to lonely telecommuters.,The telecommuters are grateful for the opportunity to buy the office space.,en,English,1
742,3e11cedca9,Programs in Michigan and the District of Columbia received one-year grant terms for 2002.,The one-year grant terms are paid out in cash. ,en,English,1
743,fe503f3231,eThe number of deletions was negligible.,The precise number of deletions was 71.,en,English,1
744,5d155db653,yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,"The bins just stay there and are decorated, I'm not sure if the decorations help.",en,English,1
745,8df607bb04,"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.","Many venues feature stunning views and live music, including the Sky Lounge, Tsim Sha Tsui, and the Cyrano. ",en,English,0
746,1a7fa4f350,He touched it and felt his skin swelling and growing hot.,His skin was burning.,en,English,1
749,e4e2f0d791,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""",Next Sunday is going to be the 28th.,en,English,2
750,e72367d2df,"But in all probability the girl will have entirely forgotten the intervening period, and will take up life where she left off at the sinking of the Lusitania.""",The girl will have most likely forgotten that period.,en,English,0
752,60ba38a2b7,"Escaped or abandoned raccoons have been breeding in the wild for the past 20 years and have damaged corn crops, watermelon and melon farms, and rainbow trout hatcheries, the paper said.","Raccoons, if they are escaped or abandoned, tend to damage things- this is what has been happening for the past 20 years - but many organizations are trying to solve the problem.",en,English,1
755,1f280e809c,pretty good newspaper uh-huh,The newspaper is horrible.,en,English,2
762,307016c21f,"Yet, in the mouths of the white townsfolk of Salisbury, N.C., it sounds convincing.","White townsfolk in Salisbury, N.C. are easily convinced of things. ",en,English,1
763,5480bff472,She would be almost certainly sent to you under an assumed one.,The person told the other person that she would be sent to them.,en,English,0
766,8260f3951d,Lydians and Persians,Persians and Lydians,en,English,0
767,8e3f4ea226,yeah yeah so it's interesting to talk to somebody from that general vicinity,Conversing to someone in the area is interesting.,en,English,0
769,876481b539,Had we had more money we would have facilitated more conferences.,The reason we did not have more conferences was not a money issue.,en,English,2
771,f745ec0224,"They are built on the site of David's Tower, once the largest and most formidable structure in the castle.",The structures are on the site of David's Tower.,en,English,0
772,1d0169c99a,So many seemingly contrary and opposing factors combine to make it unique.,This does not exist anywhere else on earth.,en,English,1
774,e2e5bba005,"Anyway, she was found dead this morning.""",She was still alive.,en,English,2
775,3ec2496d6c,"Using a threestep development planning process, managers assess their current capabilities, determine their specific development needs, and build and execute a development plan.",Managers asssess their current capabilites by using a threestep development planning process.,en,English,0
777,dda9043e49,The Journal put the point succinctly to  Is any publicity good publicity?,"The Journal asked ""Is any publicity good publicity?"" then went on to explain why it wasn't.",en,English,1
779,27162dc502,"The cuts will take the biggest bite out of Land of Lincoln, a network of eight offices and 40 lawyers who help clients in southern Illinois with problems like eviction, access to Social Security and obtaining orders of protection from abusive spouses.",Lawyers in the network will receive a billion dollar increase to their budgets.,en,English,2
780,2d68aa2c72,The importer pays duties that are required by law,Imported goods have duties,en,English,0
781,3bdf518089,Impossible.,Cannot be done.,en,English,0
782,40d9f4e4dd,right right they left a woman and a child or the cat the sheep yeah,"They were merciful in this regard, only taking the men as slaves.",en,English,1
784,89e501cdbe,or yeah exactly and that's what i say you'll you'll be you'll be so much better off for it as you get older because you know a lot of kids resent things that parents tell them and and stuff but it's because you've been there,Children are immediately obedient to parental information their entire lives.,en,English,2
785,96b565713b,This call to play fortuneteller is not easily refused.,"It's not easily refused the call to play fortuneteller, said the man.",en,English,1
786,e179d51a73,"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.","During an ongoing assignment, GAO will inform requesters of substantive media inquiries. ",en,English,0
791,df6ccdabb0,The management of the cafe has established the rules for the use of their facility.,The management of the cafe is extremely lax.,en,English,2
794,3293210c58,Be sure to look around and compare before buying.,Don't consider and compare before buying.,en,English,2
795,a40f4bcf12,The tree-lined avenue extends less than three blocks to the sea.,You must travel two miles via the avenue to the sea.,en,English,2
796,c533b1c234,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.",France was ruled by Napoleon's nephew after they won a revolution in 1848.,en,English,0
797,46475ffe69,"We've been a couple of mutts, who've bitten off a bigger bit than they can chew.",We are like dogs in many ways. ,en,English,1
798,f194aeaaff,"Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.",The Greek people were in danger.,en,English,1
799,4042a5a340,"In the 1980s, a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability.",The environment was stable in the 1980s.,en,English,0
806,ba97410aa9,"It is at the moment of maximum audience susceptibility that we hear, for the first time, that the woman was fired not because of her gender but because of her sexual preference.",The audience was stunned to realize that the bigotry we'd been introduced to wasn't the bigotry we expected.,en,English,1
808,ced246f023,"They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.",They had found a lot of water pouring down from the mountains.,en,English,0
809,3d0ae979b7,"If a trace of tropical lethargy still adds to the charm in this city of sidewalk cafe, palm trees, and pedicabs, any torpor definitely ends once inside the doors of Macau's casinos, scene of some of the liveliest gambling west of Las Vegas.",The casinos in Macau have extravagant offerings ranging from cabaret to five-star restaurants.,en,English,1
810,bfb6407cab,"It was like looking into a mirror, except infinitely more realistic.",It was more realistic than looking in a mirror. ,en,English,0
812,903f7d4b21,"The rain had stopped, but the green glow painted everything around them.",The green glow painted everything around them after the rain had stopped.,en,English,0
814,22b97f78f6,3) The gap between the productivity of women and the productivity of men.,The numbers are very similar.,en,English,1
816,71196f19e7,yeah that's that's a big step yeah,"Yes, that is a huge step.",en,English,0
820,50967577cd,He bent down to study the tiny little jeweled gears.,He bent down to examine the decorated gears.,en,English,0
821,602346009a,um-hum yeah that's very true you know how many is it they say we have so many lawyers in this country and i guess i i live near Washington being in in Baltimore it's something like one in four people in the Washington,There are a lot of lawyers in this country.,en,English,0
822,1d1960406a,(It may resemble Dungeons &amp,"It could look like, as the teacher says, Dungeons and",en,English,1
824,7fb0985b6e,"Back to the subject of celebrity interviews, British magazines have published a huge number with actress Kate Winslet, the star of Titanic , to promote a new British film she has made.",British magazines boycotted Kate Winslet.,en,English,2
825,723b9ddff2,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,It is very difficult to learn the dance as an adult.,en,English,1
826,cad1346b81,oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go,My group was the very last group to get laid off.,en,English,2
827,cefcf31341,"'I don't know what happened, exactly.' I said.",You aren't making sense.,en,English,1
829,092f516c86,so i don't completely agree with that either,I have different reasons for doubting each.,en,English,1
831,66194b4590,Strategic human capital management must be at the center of this transformation effort.,Human capital management is extremely important ,en,English,0
832,6021c5c289,Do you think I should be concerned?,Do you believe I should be worried?,en,English,0
833,3ad543243a,"Possibly, but strychnine is a fairly rapid drug in its action. ",Strychnine is a very fast moving water current. ,en,English,2
834,554bcbfd51,i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door,I don't want a car with the seat belt under the door.,en,English,0
835,051512b534,"You will remember my saying that it was wise to beware of people who were not telling you the truth.""",There might be dishonest people around here.,en,English,1
837,216c791e52,yeah yeah and i took a five year note out on my car when i right when i got out of college and uh i'll never do that again i still got a couple of years on it to go and i'm,"I took a four year note out on my car, and it was a great decision.",en,English,2
840,95ef49a6a7,"Barney Frank, D-Mass., will log some of the best sound bites, while Rep.",Barney Frank won't have any good quotes.,en,English,2
841,d7a59d6472,The woman rolled and drew two spears before the horse had rolled and broken the rest.,They were in rotation on the ground grabbing their weapons.,en,English,1
843,22bc882a07,"Concurrent with downsizing, procurement regulations have been modified to allow agencies greater flexibility and choice in selecting contracting methods for acquiring facilities.","The downsizing helped immensely in providing firms with these types of freedoms, though other factors contributed as well.",en,English,1
844,477f3d31f3,The game of billiards is also hot.,People like billiards because it's relaxing.,en,English,1
845,995bb6014b,Perhaps we should prepare a militia.,We should prepare a militia to fight off the demons.,en,English,1
847,32328faa04,did oh they're they are everywhere they,They are only in one area.,en,English,2
848,e7f7ad8e72,well i think that's about all my pet stories right now so,"My pets are up to many antics, and I'm happy I got to share these. ",en,English,1
849,b6e9c7d4e4,"will never be doused (Brit Hume, Fox News Sunday ; Tony Blankley, Late Edition ; Robert Novak, Capital Gang ; Tucker Carlson, The McLaughlin Group ). The middle way is best expressed by Howard Kurtz (NBC's Meet the Press )--he scolds Brill for undisclosed campaign contributions and for overstretching his legal case against Kenneth Starr but applauds him for casting light on the media.",The man was criticized for not fully disclosing contributions to the campaign.,en,English,0
850,84d6a3564d,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,en,English,0
851,8f99bd3225,"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ",You mean to say it was stupid for us to look so far and hard when it was always right beside us?,en,English,1
855,e3210d46c5,Nobody knows much about the early Etruscans.,"Nobody knows about them, because they didn't exist for a long time.",en,English,1
856,25a5d34327,yes everybody in the country is preapproved i think,Everybody may be approved if they fit the qualification,en,English,1
857,7cdbfb4057,"Until the late '60s, the Senate was deferential to the (many fewer) presidential nominees.",The Senate was respectful of the presidential nominees.,en,English,0
858,43e14d7ef8,"One or two, replied Tommy modestly, and plunged into his recital.",Tommy stopped playing.,en,English,2
859,12e9dbd7cd," The tents had been burned, but there was a new building where the main tent had been.",There was a building were the tents once were.,en,English,0
860,edd2649fdb,The FCC will publish a notice in the Federal Register when such approval is granted.,"After approval is granted, the FCC not will publish a notice in the Federal Register.",en,English,2
861,fc18f2ff10,"What are you going to do about it?"" Tuppence frowned severely.",Tuppence was worried that nothing could be done.,en,English,1
865,a7a36b1a6f,"Or, eligibility could be restricted to those who have already been pregnant, or at least sexually active; to those over age 13, or under age 21; or some combination thereof.","Eligibility is restricted to those over age 13, quite possibly.",en,English,1
866,8644915943,hm oh is oh that's great uh-huh do you get the full benefits,"That's great for you, but not for anyone else. ",en,English,1
868,99d6a8e09e,"Most of France went enthusiastically into World War I, and came out of it victorious yet bled white.",Most of France supported WWI.,en,English,0
871,160df85d7d,"Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community, corporations and other partners.",The board includes those from the funding community and corporations.,en,English,0
874,e852749fe6,i know because i think i've been reading i read this ten years ago that they were having these big uh um rallies and people would be in the streets flashing signs statehood yes and other people would statehood down the statehood it's it down there if you're um familiar with their politics they uh it's very uh i i don't know it's called Latino there they have loudspeakers on their cars and they run down the neighborhood saying vote for you know Pierre he's or uh Pedro uh Pedro he's the best it's it's really kind of comical,I'm not really familiar with the politics there.,en,English,2
876,2481de9380,"He works himself into a fake froth; does some calculated, halfhearted gonzo writing; then collects a fat check.",He doesn't collect a big check in exchange for working himself into a fake froth.,en,English,2
878,a4ef5398fb,we're thinking about putting one of those in,We plan to buy one of those tomorrow.,en,English,1
879,e42236dbd1,football and baseball and,Both football and baseball.,en,English,0
880,48fbca6c04,and uh really they're about it they've got a guy named Herb Williams that that i guess sort of was supposed to take the place of uh Tarpley but he uh he just doesn't have the offensive skills,Herb Williams and Tarpley are on par in terms of skills.,en,English,2
882,2ff83e7af2,um-hum um-hum um-hum yeah yeah it is i don't know i think it's a very interesting um discussion you know and and there's certainly uh lots of pros and cons around it,The pros and cons around this issue have been stunning to my friends.,en,English,1
888,b22ec44fcb,"Perched on a steep slope, high in the Galilean hills, Safed (known also as Tzfat, Tsfat, Sefat, and Zefat) is a delightful village-town of some 22,000 people.",Safed is a village that goes by numerous other names.,en,English,0
889,3abaf51932,"So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.",The amount of lost mail is huge and really impacts mail volume,en,English,2
890,99ba18b6f5,She buried his remains to spare her mother the gruesome sight.,The remains would have caused grief to her mother.,en,English,1
891,618d36e9ab,during the whole war he never put out like a conservation a conservation effort for oil,The whole war we guarded the oil and tried to steal it.,en,English,2
893,359aed7c56,"You are sure that you did not in any way disclose your identity?"" Tommy shook his head.",You are sure that you did not in any way disclose that your last name is Smith? ,en,English,1
894,e09d7015e8,Pesticide concentrations should not exceed USEPA's Ambient Water Quality chronic criteria values where available.,There is no assigned value for maximum pesticide concentration in water.,en,English,2
896,c33a72b908,"1 Lower and upper PMSD bounds were determined from the 10th and 90th percentile, respectively, of PMSD data from EPA's WET Interlaboratory Variability Study (USEPA, 2001a; USEPA, 2001b).",The EPA's WET Interlaboratory Variability Study served as the reference for the upper and lower PMSD numbers.,en,English,0
897,7ab9373daf,All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).,These sites are all themed around George W. Bush.,en,English,1
899,8d8c53f513,you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,"He said that while paying more than 30 percent, it's not like anyone has ever gone broke.",en,English,0
901,4278b4cc93,"I shan't stop you.""",I don't want to stop you.,en,English,1
904,87893dc482,Nowadays it is bordered by ancient columns and lined with expensive shops.,Now it is surrounded by old pillars and pricey stores.,en,English,0
907,ade15b876c,Gerth's prize-winning articles do not mention a CIA report concluding that U.S. security was not harmed by the 1996 accident review.,Gerth left out important information to make his article seem better.,en,English,1
912,22c901d656,were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side,A sign that only displays mph.,en,English,2
913,7d21a8f5fd,The analysis presented here is an attempt to address the second argument.,The second argument is that growth rates cannot increase without new curtains in the office lobby.,en,English,1
914,06c1df23e7,so we've been out here well really in the house since December and we've been uh planting flowers that we could never plant in San Antonio uh,We've planted flowers that were impossible to plant when we were in San Antonio.,en,English,0
917,704101d8b5,it's just it's the morals of the people which i mean i guess we everybody's responsible for the society but if i had a child that that did things so bad it's not they don't care about anybody these people they're stealing from they're just the big bad rich guy,"If my kid stole from others, it would be because he thinks they are too rich.",en,English,0
921,ff3ceb312a,Candidates must submit a set of fingerprints for review by the FBI.,Candidates must submit a set of fingerprints for review by the FBI for security clearance.,en,English,1
922,499125c9b4,did you well it's not just that are there enough jobs for people here now,it's not only that people can find jobs here more easily now,en,English,0
923,75689ceeb0,"Despite a recent renovation, the Meadows Mall is the least appealing of the three suburban malls.",The Meadows Mall is not appealing because it is dirty and crowded and the stores are terrible.,en,English,1
926,c293a93227,"Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.",The sculpture reliefs in the Vishnu temple depict stories about the Pallava kings.,en,English,0
927,741b162abe,Melatonin,It has no melatonin.,en,English,2
931,ea411bb54a,But there's plenty more.,There is a lot more. ,en,English,0
933,f18650be62,paid back down it uh,The debt was left to accumulate.,en,English,2
935,0ce76e0496,This was the saturation and 125-piece walk sequence Enhanced Carrier Route mail volume in 1996.,The Enhanced Carrier Route was introduced prior to 1997.,en,English,0
936,b76bbacbcf," Other villages are much less developed, and therein lies the essence of many delights.",The other villages and settlements are not as developed.,en,English,0
940,1d28c2cdc6,It was worth the trip for that.,It wasn't worth anything.,en,English,2
943,ddcdd0a17d,yeah and then about every five years you have to dig them up and throw them away and start over again they don't last forever," You have to dig them up every five years, throw them away and then start all over again. ",en,English,0
945,9aa7e3fa19,From his second sight Jon saw San'doro grappling with a much larger man.,"San'doro was fighting a strong, dark man.",en,English,1
946,134cf828be,"Ah, ma foi, no! replied Poirot frankly. ",I asked Poirot if he liked cats and he said no. ,en,English,1
947,14c3021ec3,"Remember, there are over 844 million Indians out there, and a lot of them will be on the move at the same time as you will be, therefore competing for plane seats and hotel rooms.",The population of India is under 500 million people.,en,English,2
948,da8f0ba2df,I lay awake waiting until I judged it must be about two o'clock in the morning.,I fell asleep before midnight and didn't wake up until six in the morning. ,en,English,2
949,16dbca5f32,and not only that it it opens you to phone solicitations,It also opens the door to move marketing calls.,en,English,0
950,018a48397c,Who? asked Tommy.,Tommy inquired about the identity of the person.,en,English,0
951,61837a5569,1) FBI intelligence files indicate that Democratic fund-raiser Maria Hsia has been a Chinese agent.,Maria Hsia is a Republican fund raiser that the FBI has information on.,en,English,2
952,c262f305dc,"His arm came up over his eyes, cutting off the glare.","Everything was dark, and he couldn't see a thing.",en,English,2
953,c8295c627a,The campaigns seem to reach a new pool of contributors.,New people chose to donate to the cause ,en,English,0
954,aed92a8ed2,The FCC has created two tiers of small business for this service with the approval of the SBA.,"Though the FCC is still waiting for SBA approval, they have decided to create just one tier.",en,English,2
955,4b4e1f07c8,yeah that's the World League,That isn't the World League,en,English,2
956,84a38ae698,i know that i didn't much uh-huh oh,I didn't much.,en,English,0
958,3c8b4f1364,yeah well that's not really immigration,That is the focus of immigration.,en,English,2
959,737fc0af26,The strangest role reversal is going on right now and concerns democracy itself.,The role reversal concerning democracy is a net positive.,en,English,1
961,c54e5a4eb3,[Requires free registration.,Does not require free registration. ,en,English,2
963,2bfd507d0b,"We have heard, seen this pattern before.",We've never seen or heard this pattern before.,en,English,2
964,0b049adcba,yeah uh yeah absolutely and the credit union has nine percent interest so yeah so that's,Yes and there's nine percent interest for the credit union.,en,English,0
965,7c1efe0126,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,The agencies requesting guidance were not involved with designing new procedures.,en,English,2
966,5ea6fd8e0a,"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",A South African priest once invited Clinton to do so in quoted paper. ,en,English,0
967,8285286392,This doesn't look good.,This looks really bad.,en,English,0
968,0b9f70fd8a,Boats in daily use lie within feet of the fashionable bars and restaurants.,"The boats and ships always stay far from bars and restaurants, don't they?",en,English,2
969,4cf274a057,Some travelers add Molokai and Lanai to their itineraries.,Molokai and Lanai are out of the way and harder to plan for.,en,English,1
971,719c74e533,"Thus, the imbalance in the volume of mail exchanged magnifies the effect of the relatively higher rates in these countries.",The balance of ingoing and outgoing mail is completely even.,en,English,2
973,5a7d005edc,oh like if they say i i we just type it in like that,The typing is the easy part.,en,English,1
976,b82969b8c7,"To the south, the former fishing villages of Sorrento and Positano spill down the craggy cliffs of the serpentine Amalfi coast, justifiably tauted as one of the world's most beautiful drives.",The Amalfi coast is far from Positano.,en,English,2
977,195ef401b9,So it was traumatic.,The roller coaster ride was a traumatic experience for me.,en,English,1
978,088ef4c66f,"There is an exhibition of highland dress, showing how it developed through the centuries.",They show different types of highland dress.,en,English,0
979,82d73c126b,"Once the pious devotions are over, however, wine flows, fireworks explode, espetada (kebab) stalls flourish, and Monte regains normality for another 363 days.",Monte is a location devoted solely to pious devotion.,en,English,2
980,5eb3a2b2d9,A sufficiently clever system of taxes and subsidies can induce people to make accurate reports of their own emotional distress.,It is statistically proven that a clever system of taxes can induce accurate reporting of emotional distress.,en,English,1
981,50ad72364a,Diets for men in their prime,Healthy eating choices for optimally aged men. ,en,English,0
983,9ad8cf4e2b,well what station plays uh that type of music,Which radio station plays a lot of contemporary Christian music?,en,English,1
987,3b3647435f,"But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us.",Liberal democracy may not fit some people as good as it fits us.,en,English,0
988,5145023423,"It doesn't seem expensive--they use it in Bangladesh, after all.","If it's used in Bangladesh and the rest of South Asia, it's a cheap item.",en,English,1
990,dc6d34e8fc,yeah it's definitely a way out of the way where  where as,Yes. There is definitely a way out.,en,English,0
991,f1c261fbe7,for me now the address is the same you know my my office address,I am unemployed.,en,English,2
992,45f0a284fe,go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks are almost always kept in good condition.,en,English,1
996,736205e72e,"However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.","During the Cold War, the United States acted in accordance with its national interests.",en,English,0
997,ce3d289567,"EPA estimates that 5.6 million acres of lakes, estuaries and wetlands and 43,500 miles of streams, rivers and coasts are impaired by mercury emissions.","The release of mercury has an impact on rivers, streams and lakes",en,English,0
1002,81daf1a049,"Daniel nodded, fetching me a glass of beer.",Daniel got me a glass of Bud Light.,en,English,1
1004,bfc9d900c2,"Madrid is the perfect base for explorations into the heart and soul of Spain, with a wealth of fascinating day trips and a trio of UNESCO-honored cities just an hour or so from the city.",Most visitors to Madrid go on day trips to nearby UNESCO-honored cities.,en,English,1
1005,174305ff77,' She gets a little obsessive about her sauce.,She becomes overly focused about her sauce. ,en,English,0
1007,f8269f515d,"General Accounting Office, A Model of Strategic Human Capital Management, GAO-02-373SP (Washington, D.C.: Mar.",The GAO may be a model of strategic human capital management.,en,English,1
1012,3c8300d9e2,"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The shape of the face doesn't change at all over the span of generations.,en,English,2
1013,ba8e646750,Small towns like Louisian lay scattered all over the Oil Fields; the main train line branched between them.,There were a lot of small towns in the oil fields.,en,English,0
1015,3448602539,"The elements of this example, repeated across millions of individual tasks, encapsulates the difference between an advanced industrial economy with a high standard of living and a less developed country with a low standard of living.",This example is about standards of living and economies.,en,English,0
1017,27717b009f,My article does not say or imply that real earnings growth only reflects retentions and that dividend growth must be zero or that all valuation techniques are out the window for firms that don't pay dividends.,My article doesn't say or imply that real earnings growth reflects only retentions and that dividend growth must be zero or that valuation techniques are unused for firms which don't pay dividends.,en,English,0
1018,1c028dc37e,"At the far end of David Street, Temple Mount is one of the world's most sacred spots to three major religions.",Christianity and Islam are the two religions who revere the Temple the most.,en,English,1
1020,c4d4ad60c0,"Try a selection at the Whisky Heritage Centre (they have over 100 for you to sample), where you can then buy a bottle or two of your personal favorite in the shop or in stores around the city.",Whisky Heritage Centre was shut down during prohibition.,en,English,1
1021,a093ddd5db,Auditors are strongly encouraged to comply with the guidance provided by GAGAS.,There may be other governing bodies that offer guidance to auditors.,en,English,1
1022,5ea34047fd,"In addition, Dublin Tourism has devised and signposted three self-guided walking tours of the city, which you can follow using the booklets provided.",Dublin's self-guided tours are not easy to follow. ,en,English,1
1026,f5cbdf02fb,But even managers who try to stay alert to these forces often gather their information anecdotally or informally.,Managers offer employees benefits in return for information.,en,English,1
1028,48e89f442d,And now they here put him in a coma.',No one is in a coma because they were never here. ,en,English,2
1030,69d159ac8d,He's chosen Meg Ryan.,Jon Doe was chosen.,en,English,2
1033,1c8fd2b186,"Second, reducing the rate of HIV transmission is in any event not the only social goal worth  If it were, we'd outlaw sex entirely.",Reducing the transmission of HIV is just as important as reducing drug abuse.,en,English,1
