,id,premise,hypothesis,lang_abv,language,label
5135,0d0a13295a,"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.",The analysis stated that the rule would have a negative effect on small entities in the US.,en,English,1
5136,433eaaec09,Candle grease? ,It was not candle grease.,en,English,2
5137,87382637e6,Black professionals braid their hair to display their ethnic pride.,"Blacks proudly braid their hair, sad the black woman.",en,English,1
5138,1571d8cb7d,"Oh, I I haven't quite worked that out.",I have figured it all out.,en,English,2
5141,455a784cfe,and the same is true of the drug hangover you know if you,It's just like a drug hangover but worse.,en,English,1
5143,98d0127f76,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character came across theatrical.,en,English,0
5147,976b2b6306,"If she wasn't, how would they have known Jane Finn had got the papers?",How would they know that Jane Finn had lost the papers?,en,English,2
5148,26824c7884,so we're expecting our local economy to,We expect our local economy to start booming within a year.,en,English,1
5149,2842c0ae75,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.","Higher GDP growth in recent years has been contributed to increased investment, which made the people happy to have a great economy. ",en,English,1
5150,308b20cf4f,Boca da Corrida Encumeada (moderate; 5 hours): views of Curral das Freiras and the valley of Ribeiro do Poco.,Boca da Corrida Encumeada is a moderate text that takes 5 hours to complete. ,en,English,0
5151,de5927a4b9,I was pulled into the bar.,I was dragged through the door of the pub.,en,English,0
5152,752ac73cae,So he clearly found a way to project a bandwagon of strength without putting U.S. troops on the line.,He found a way to portray strength without putting troops in harms way but was villified for it.,en,English,1
5153,b9dfb79bca,"Since the system would automatically verify all receipts and acceptances prior to invoice payment authorization, there would be no need to authorize payment prior to verification of receipt.",There would be no need to pre-approve payments because the new system would automatically verify all receipts.,en,English,0
5155,91d14a882b,It's all right.,Everything is a disaster.,en,English,2
5158,28e9fa584f,it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the,There is not point in putting farming chemicals in the ground.,en,English,2
5162,e51a46a0c0,"They are levied through the power of the Government to compel payment, and the person or entity that pays these fees does not receive anything of value from the Government in exchange.",They are not levied through the power of the Government to compel payment.,en,English,2
5164,9965c5eeeb,and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week,"I takes me just about half an hour to water, and I do it once a week.",en,English,2
5166,fc297e527b,"TIG funds support the Technology Evaluation Project, an initiative of the Legal Aid Society of Cincinnati.","TIG funds are used to support the Technology Evolution project, a legal aid society in Cincinnati. ",en,English,0
5170,a02e826b5a,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,"you're so nearby, it's surprising.",en,English,2
5172,b09e348e4e,"It lacked intelligence, introspection, and humor--it was crass, worthy of Cosmopolitan or Star . I do have a sense of humor, but can only appreciate a joke when it starts with a grain of truth.",The article was written in a crass manner.,en,English,0
5173,691d5b542d, The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.,There was no paper-like object used by Ancient Egyptians.,en,English,2
5177,03e2142728,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,en,English,2
5179,4d38d466d0,it takes so much i mean it's like of course it does i mean by the times it transforms into Wave by mark off model and you put it in there and you want to correct those and then you know you're trying to make the the Wave smooth so you can approximately of course it's going to take a lot,It takes a lot of spirit to do it.,en,English,0
5180,21cd55b4f2,okay i'll keep that in mind yeah you serve that yourself or the for a family,Ok I will remember that. You serve that for yourself or a family.,en,English,0
5183,1ec59f7ddc,oh i believe that uh mine would say the same uh but uh i seem too rely on them too much,I believe you and my kids would say the same thing but I think I might rely too much on their loyalty. ,en,English,1
5184,cffb7358ac,"I don't know all the answers, fella.",I know everything there is to know about it.,en,English,2
5185,b9f965e672,"Something in his mind seemed also to have developed a ""tan"" that let him face the bite of chance without flinching.",He had somehow become more accustomed to facing chances.,en,English,0
5190,939aff7fd0,Then he turned to Tommy.,He talked to Tommy.,en,English,1
5191,468a47a41b,"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is disliked by some citizens of Paris.,en,English,1
5192,17e35bf51b,"Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.",GAO's system is ranked the best by most federal audit entities.,en,English,1
5193,e85989aa58,"He sat a short distance from them, his eyes on Jon.","Getting ready to attack, he has his eyes on Jon.",en,English,1
5194,e65efbccec,Abortive countrywide revolts,The unrest could be stopped quickly.,en,English,1
5195,14177c41b5,i know because i think i've been reading i read this ten years ago that they were having these big uh um rallies and people would be in the streets flashing signs statehood yes and other people would statehood down the statehood it's it down there if you're um familiar with their politics they uh it's very uh i i don't know it's called Latino there they have loudspeakers on their cars and they run down the neighborhood saying vote for you know Pierre he's or uh Pedro uh Pedro he's the best it's it's really kind of comical,"Ten years ago, they rallies on streets with flashing signs and loudspeakers advertising voting candidates.",en,English,0
5199,3c7251a9fb,Net nonfederal saving,Gross federal saving,en,English,2
5200,e73ed3067c,Because the paper did not say that.,The paper did not state as much.,en,English,0
5201,8e2f9b0dd0,The National Football League semifinals are set.,They were unable to disclose when the dates would be set.,en,English,1
5202,f6ca5f9ec6,"Of how, when tea was done, and everyone had stood,He reached for my head, put his hands over it,And gently pulled me to his chest, which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now, like the prophet's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate--His son interrupted the old man to tell him a groupOf snake charmers sought his blessing, and a blind thief.The saint pushed me away, took one long look,Then straightened my collar and nodded me toward the door.","When tea was done, he took his hands off me.",en,English,2
5205,093da66f2f,i think there would be an awful lot of resentment and um i i really don't think it would be feasible on our country,There would be a lot of enjoyment and I think it's really feasible for the country. ,en,English,2
5207,ca575789c6,they don't i don't i don't work at TI,Neither they nor I work at TI.,en,English,0
5209,4502b67300,"From here it's all through the charming hillside village of Saint-Claude, with its upper-income homes, and on toward the summit or as far as the gendarmes are allowing traffic to proceed that day.",The charming hillside village of Saint-Claude has many upper-income homes.,en,English,0
5210,5026eb04e3,do you think most states have that or,"In your opinion, do most states have that?",en,English,0
5212,5cd5b4ae02,They make a pretty pair working together.,They had worked together already.,en,English,1
5214,ed022593d4,i've even heard of some people being sexually abused,Some people are sexually abused by nurses.,en,English,1
5216,8d3949be83,"Meanwhile, a site established for the WorldAid '96 Global Expo and Conference on Emergency Relief, which took place last fall, gives you a firsthand glimpse of the frequently crass world of the relief business (note the long list of commercial exhibitors in attendance).",WorldAid had a GLobal expo in 2002.,en,English,1
5217,fd18e251a8,The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it.,Jon is on a baseball field.,en,English,1
5218,cfb3cec3fe,Students of human misery can savor its underlying sadness and futility.,Students of human misery will be delighted to see how sad it truly is.,en,English,0
5219,05648649dc,approaches to achieving missions vary considerably between agencies.,Approaches to achieving missions might change a lot from the FDA to the IRS.,en,English,1
5220,86e9568ada,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.",Dave was paying the speaker lots of attention.,en,English,2
5223,affd4934e6,"For their part, family-planning organizations and the Clinton administration seem equally adamant.",Abortions for all!,en,English,2
5224,3673d73972,"Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).",Aggregate household wealth has plummeted since the 1990s as household assets have steadily decreased.,en,English,2
5225,c60b3c1b78,"It is the official solution, Liq. ","This is an unofficial solution, Liq.",en,English,2
5229,fd095e6366,"This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.",Star Pitiful Helpless Giant is a show on WGN.,en,English,2
5230,c374736334,Your speeches are inflammatory.,Your speeches make people feel a lot of rage.,en,English,0
5231,1c29103da3,"OMB issued the guidance in Memorandum M0010, dated April 25, 2000.",Memorandum M0010 was issued by INS.,en,English,2
5234,076056b3c5,and i need to be better because uh uh we just bought it my wife and i just bought a new car and uh you know we want to take real good care of it so uh,I don't need it to be all that good.,en,English,2
5236,5b74c98db4,i'm not exactly sure,I'm not sure.,en,English,0
5238,ceec38beb7,"18 In 1989, rural carriers received an average of 34 cents per mile as a motor vehicle allowance.",The allowance has been increased since 1989.,en,English,1
5239,29ce8e54f4,Wacky Tangent of the  Washington Week in Review host Ken Bode scolded the New York Times Magazine for a Nov. 9 fashion spread he said endorsed the now-discredited fashion trend of heroin chic.,Heroin Chic is in.,en,English,2
5241,be56becf5a,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,The festival showcases exhibitions from all seven continents. ,en,English,1
5243,39cf5928be,Even the lower limit of that differential compounds to a hefty sum over time.,The differential doubles every month.,en,English,1
5244,6ea23aafd4,uh somewhat they're not my favorite team i am uh somewhat familiar with them,They are my favorite team and I know everything about them.,en,English,2
5245,5508b1735e,"I've thought it well over  """,I've been thinking about it for the past two weeks. ,en,English,1
5246,7c8878bf1d,"In 1984, Clinton picked up rock groupie Connie Hamzy when she was sunbathing in a bikini by a hotel pool.",Clinton wasn't afraid to show herself in public in the 80s.,en,English,1
5249,75e3d7c6fd,The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo.,They were grateful to have a place to hold their meetings.,en,English,1
5251,1e202ebf51,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,en,English,2
5252,36561f4bd1,"On the northwestern Alpine frontier, a new state had appeared on the scene, destined to lead the movement to a united Italy.",The new Alpine state was destined to unite Italy.,en,English,0
5254,ba3371fbca,all they you know thinking that they're going to have money and jobs and success and everything and then they then there is no jobs and they end up homeless and not knowing anybody and no money and it's terrible,They don't contribute anything to society. ,en,English,1
5255,f1b7f2e82b,facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.,The State and Federal courts are the same regardless of location.,en,English,1
5256,d3ab8a4805,uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,The weather has been getting warmer because the winter has ended.,en,English,1
5257,45e9554143,"After shuttering the DOE, Clinton could depict himself as a crusader against waste and bureaucracy who succeeded where even Reagan failed.",Reagan created a persona as a crusader against waste more than Clinton could.,en,English,2
5262,979396b3e3,"For example, if Ovitz's five-year deal was worth, say, $100 million, and if the compensation committee had added to that a front-end grant of free Disney shares worth, say, $50 million, then--assuming that Ovitz finished his five-year contract period--the cost to Disney would be $150 million.",The cost to Disney would be $150 million,en,English,0
5263,6bc994b37c,"Jon was fighting at full speed, sweat forming on his brow.",Jon was bleeding from his brow.,en,English,2
5264,62a4a110ce,Strategic human capital management must be at the center of this transformation effort.,Human capital management has to be at the center of the changing effort,en,English,0
5266,e22051878c,"IRS Restructuring and Reform Act, its budget requests, and administration of various tax",IRS Restructuring and Reform Act has budget requests.,en,English,0
5267,54e17f7cc5,"In the first instance, IRS would have no record of time before the person could get through to an agent and of discouraged callers.",There is no recording of the time for callers.,en,English,0
5268,1976ded48b,"I'm sure I won't get stuck to it,' Julia remarked about the suitcase she was carrying.",Julia was talking about the suitcase that she carried. ,en,English,0
5269,d224223a73,"Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.",The researchers contacted insurers for the data from 1989 and 1993.,en,English,1
5270,dd3bba2584,These traditional low-drafted craft ply effortlessly and quietly through the water guided by their experienced pilots.,The experienced pilots could not guide the low-drafted craft at all.  ,en,English,2
5271,219e1079ec,it's so bad wanted to mow today i was off and i wanted to mow the yard but just walking across it it's still so mushy if i took a mower out there i'd tear the sod up so bad,I wanted to mow the lawn today but I couldn't because it's so mushy.,en,English,0
5272,34be9a32cd,"Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies.",Businessmen spend more time in Paris and its immediate surroundings than inventors do.,en,English,1
5273,337f80bcbd,"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Some actions were implemented for being shorter than 12 months. ,en,English,1
5274,90afcb73c8,"Mr. Inglethorp, said the Coroner, ""you have heard your wife's dying words repeated here. ","Mr. Inglethorp, as per your request, your wife's dying words have been read.",en,English,1
5275,5e99cb9aaa,From the corner of his eye he saw Jamus look over the broken mare.,Jamus looked over the mare.,en,English,0
5276,a0ff34822f,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,en,English,2
5277,e63c0287a3,"In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).",U.S. consumers and factories in East Asia benefit from imports.,en,English,0
5281,e4ebed1259,"Two clues in the Pennsylvania  1) The boy had said, I'm going to go to the dinner dance and kill some people.",There was only one clue in Pennsylvania and it had nothing to do with the boy.,en,English,2
5282,a531bc9850,"Nonetheless, the rationality of service tiers remains.",It makes sense to keep the service tiers because they are easily understood by the client.,en,English,1
5283,6f1277e3f5, The second half of the book dealt with the use of the true name.,The first part dealt with the use of false names.,en,English,1
5285,e70f56aaab,is that what you ended up going into,How did you decide to do that?,en,English,1
5287,e082b4cbac,"The results of even the most well designed epidemiological studies are characterized by this type of uncertainty, though well-designed studies typically report narrower uncertainty bounds around the best estimate than do studies of lesser quality.",Most studies are not planned well.,en,English,1
5290,4cd19ed764,Total volume grew 13.,There was an increase in volume of 13.,en,English,0
5291,4ad8960c21,"I don't know all the answers, fella.",I'm not sure about anything.,en,English,1
5292,0b4e258835,"And, just incidentally, the Sons of the Egg who'd attacked him in the hospital had tried to reach the camp twice already, once by interpenetrating into a shipment of mandrakes, which indicated to what measures they would resort.",The Sons of Egg were quite nice to him.,en,English,2
5295,0b64eddc98,"I should think some one had taken charge of it.""",I hope someone took charge of it.,en,English,0
5297,beaa16d6cb,The world ripped apart around them replaced with a world of fear and blood and fire.,They were living in a land filled with turmoil.,en,English,0
5298,434066d933,"You are sure that you did not in any way disclose your identity?"" Tommy shook his head.",Are you sure you didn't reveal who you are? ,en,English,0
5299,5d5edb0fda,"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.",en,English,2
5302,492f890ab7,you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,Time went by so slow and we were extremely bored.,en,English,2
5304,561876c2aa,"Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."," if pH of scrubbing liquor becomes above a range of 5.0 to 6.0, additional reagent is required",en,English,2
5305,05cac60677,"His vigorous strides soon enabled him to gain upon them, and by the time he, in his turn, reached the corner the distance between them was sensibly lessened.","His short, feeble strides soon left him trailing far behind.",en,English,2
5307,0b6239c0ac,"Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."," if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required",en,English,0
5310,a97a31ea73,Very simply. ,In a complicated way.,en,English,2
5312,12c5c14cc4,So many seemingly contrary and opposing factors combine to make it unique.,It is very bland and common place.,en,English,2
5314,3faee47781,"Look for these items in the picturesque open-air market of Sa Penya (Ibiza Town) or for a wider selection at the bustling, covered central market in the newer part of town (carrer d'Extremadura).",The newer part of town has a wider selection.,en,English,0
5315,6d808f865a,"In fact, the sloping shoulder was the noticeable feature of the new clothes of the Dior era, coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding.",Everyone embraced the end of the shoulder pad craze.,en,English,1
5316,33aef66aa2,"In other cases, we must rely on survey approaches to estimate WTP, usually through a variant of the contingent valuation approach, which generally involves directly questioning respondents for their WTP in hypothetical market situations.",Hypothetical market situations are uniform across all respondents.,en,English,2
5318,42bf5f5cd7,"Then, all the time, it was in the spill vase in Mrs. Inglethorp's bedroom, under our very noses? I cried. ",You mean we were so near it constantly?,en,English,0
5320,c9799eac41,"Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.","Alexandria, capital of Egypt during the Ptolemaic era, was founded in 322 b.c. by Alexander the Great.",en,English,0
5322,271577ac39,yeah well losing is i mean i'm i'm originally from Saint Louis and Saint Louis Cardinals when they were there were uh a mostly a losing team but,The losing streak for the Cardinals have jumped this season.,en,English,1
5324,726c22a159,yeah that's where i got to too the first i got chills up and down when i heard the on the radio and the first time they started doing the bombing,When I heard that on the radio I got chills and the beginning of the bombing.,en,English,0
5327,45d8f28933,so do you have do you have the long i guess not not if there's see i was raised in New York but i guess up there you all don't have too long of a growing season do you,I suppose you have a shorter growing season where you are.,en,English,0
5329,f34c206031,it doesn't have to do i mean the thing is is that you know it's like you might be standing somewhere right and like let's say you're you you go you know you're driving out and you're driving back home and it's late at night and you stop by one of these you know twenty four hour you know gas stations joints,Some drivers stop by 24 hour stations at night.,en,English,0
5330,fe2dbd7d1a,upwards of a mile but Washington is one of my favorite places to visit uh my daughter lives in Arlington and when i go to visit her  i love to get out on that bike trail and either ride the bike oh gosh you can ride a bike  practically all the way to southern Virginia,My daughter isn't located near any bike trails.,en,English,2
5332,9a9ba7206b,um pardon me,Excuse me.,en,English,0
5333,ef14def26b,"Managing better requires that agencies have, and rely upon, sound financial and program information.",Agencies need sound financial and program information for good management.,en,English,0
5334,460c925641,he's not a starter,He is the one they always have starting.,en,English,2
5336,c946626319,i know that you know the further we go from Adam the worse the food is for you but God still somehow makes us all be able to still live i think it's a miracle we're all still alive after so many generations well the last couple of processed foods you know i mean but i don't know i like to i like to my i like to be able to eat really healthy you know what am saying and i guess i'm going to have to wait for the millennium i think though because i do don't think we're going to restore the earth to you know i think Jesus is the only one that can make this earth be restored to what it should be,I like to be able to eat real healthy.,en,English,0
5337,5a04021fe7,Vrenna looked it and smiled.,Vreanna wore a pleased expression when she saw it. ,en,English,0
5339,629f1d8727,"Finish it, someone yelled.","Keep going, someone yelled.",en,English,2
5340,47a08836f8,"Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.",Researchers substituted data on jello ingestion for auto collisions in their work.,en,English,1
5344,35afb2c854,There are no means of destroying it; and he dare not keep it. ,He should keep it with him.,en,English,2
5345,18ad09d848,"iii Program Letter 1998-1, published on February 12, 1998, called upon all LSC recipients to analyze any progress made toward the development of the legal services model envisioned by state planners.",All models are subject to analysis.,en,English,0
5348,fc291c20a8,and uh it that takes so much time away from your kids,Leaves you with plenty of time for your kids.,en,English,2
5350,55ead12b27,"Continue along the Quai Saint-Nicolas to the Mus??e Alsacien at num?­ber 23, a group of 16th- and 17th-century houses appropriate to the colorful collections of Alsatian folklore.",The houses in the 16th century were quite colorful.,en,English,1
5351,f8cef26fea,"She was a very good mistress to me, sir.",She was a bad mistress. ,en,English,2
5352,795dec954b,A profile crowns Chris Rock The Funniest Man in America.,"A profile crowns Chris Rock the Funniest Man in America, but many disagree. ",en,English,1
5355,57ad2f9687,The case law is a whole body unto itself.,The criminal law is a whole body unto itself.,en,English,2
5356,a937bd90a8,"3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?",Would you rise up and defeaat all evil lords in the town?,en,English,1
5357,1e1297c356,Julius nodded gravely.,Julius loves to ask questions. ,en,English,1
5358,507ac57b66,"Kutchins and Kirk cite a particularly amusing example of such  Robert Spitzer, the man in charge of DSM-III , was sitting down with a committee that included his wife, in the process of composing a criteria-set for Masochistic Personality Disorder--a disease that was suggested for, but never made it into, the DSM-III-R (a revised edition).",Robert Spitzer was the man running DSM-III.,en,English,0
5359,221b623797,This usage points to yadda yadda yadda 's larger social  It suggests that an ever-larger percentage of the content of everyday communication can be correctly anticipated--probably owing in part to the sheer repetition of words and arguments in the various public media.,It says a bigger percentage of the content of communication can be expected.,en,English,0
5362,2ecdd486a7,Gore has been Clinton's lackey for more than six years.,Gore has been away from Clinton for six years.,en,English,2
5363,45371d3505,Each working group met several times to develop recommendations for changes to the legal services delivery system.,Each working met more than once to discuss changes to the legal services delivery system.,en,English,0
5364,1479cf3d85,He also has a private practice.,"He has private and public practice, as well as other business to focus on.",en,English,1
5367,cdfd9f332a,"Howard Berman of California, an influential Democrat on the House International Relations Committee.",Howard Berman is a Democrat of the House.,en,English,0
5368,3369dc3130,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis.,Congress told LSC how to run their business affairs.,en,English,0
5375,f19cc5b9ee,it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn't,Having her own furniture in the house made it much more comfortable for her. Yet still able get assistance if she needed it.They check on them two or three times a day and give their medication also.,en,English,1
5376,f3fab803bd,"Pray be seated, mademoiselle.","Please don't seat yourself, miss.",en,English,2
5377,61900ec484,(Imagine the difference between smoking a cigarette and injecting pure nicotine directly into a vein.),Picture injecting nicotine into a vein compared to smoking a cigarette.,en,English,0
5378,e85326ef46,Challenges to Restore Public Confidence in,Public confidence can be difficult to reestablish.,en,English,0
5379,526384ceaa,"Have you got him?""",Did you catch him redhanded?,en,English,1
5380,8c832df2eb,yeah because being a student i'm doing it for the money,"I'm a student, and I need the money I get by doing this.",en,English,0
5381,c75ad7d81a,Visigoths sack Rome,Rome was invaded by the Visigoths.,en,English,0
5382,46098d434f,"Apartment...twenty-one B, apparently.","Apartment 22C, apparently.",en,English,2
5383,4329f185ab,um i've visited the Wyoming area i'm not sure exactly where Dances with Wolves was filmed,I don't know even though I visited the area.,en,English,0
5385,c0ff6496b7,well i think i got to agree with you there,I could not agree with you.,en,English,2
5386,3706506df5,"Outside, set in manicured gardens, are the remains of the Abbey of Holyrood.",The Abbey of Holyrood is located outside among lovely gardens.,en,English,0
5387,593c89ed8e,"Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.",Pippens and Iverson are penguins.,en,English,2
5388,c3a42cc90f,yeah well i i started uh studying mathematics basically because i was really good at that in high school,I was also a straight-A student.,en,English,1
5389,db1e68e9f6,We have done that spectacularly.,"We have done our marketing changes spectacularly, the fourth quarter has shown an increase of profit margin by three-fold. ",en,English,1
5391,35348c4fcd,AC Green's pretty good,AC Green is also a solid player.,en,English,0
5392,2914ab4042,"Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.","Welbeck's CEO told the committee it was necessary to ensure employees were trained, prepared and compensated in ways that enabled them to react to shifting markets.",en,English,1
5393,2d59595d71,The man looked at the girl.,The girl was the man's daughter. ,en,English,1
5394,478e310108,he's a college graduate type guy he's been in all he's an entrepreneur and he gives very practical financial advice about cars very you know not not nothing college level basic stuff his name is Bruce Williams he's on national radio uh i don't know what it would be down there you might want to whatever your radio talk shows are down there he's on that channel it's uh it's five seventy up here,"the entrepreneur gives people financial advice about real estate, but he doesn't know anything about cars",en,English,2
5395,84dcc46abd,yeah right right yeah i know i uh i remember my college days  and having to do that too,Back when I was in college I had that as well.,en,English,0
5397,7501c52e51,they just didn't watch him on TV,They watched him at the movies. ,en,English,1
5400,2f64d4f23a,the hologram makes up all these things and uh i mean sometimes  sometimes it's funny sometimes it's not but uh you know it's something to pass the time until we do and then and then we watch football,We have nothing to do but stare at the walls til the game starts.,en,English,2
5403,9adb987059,"Kicked out of the house when she was only 16 (she was called Suzie in those days), Roy went to Delhi and then to architecture school, supporting herself by selling empty milk bottles (some say beer bottles).",Roy had to sell bottles to make money.,en,English,0
5406,bcd15ce20b,Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.,There are piles around the hole.,en,English,0
5407,4843b46a67,that's uh only way to do it,There is no other way to do it.,en,English,0
5409,a48707efb9,right after the war,Before the war started.,en,English,2
5410,20eaf4860f,and the professors who go there and you're not going to see the professors you know you're going to see some TA you know uh,The professors don't really care about their students.,en,English,1
5411,8ec151d865,It is nice to be reminded that people remember.,It is nice that people remember.,en,English,0
5415,f3fde10916,they're almost five hundred a month for a one bedroom place,The one bedroom units usually have just one bathroom.,en,English,1
5416,839b1ae927,"We still espouse a God-given right of human beings to use the environment for their benefit, says Barrett Duke of the Southern Baptists.",Barrett Duke is a terrorist of the Southern Baptists.,en,English,2
5418,f54c0489ee,i think Buffalo is an up an coming team they're going to they're showing some real promise for the next uh few years,"Buffalo is showing some real promise for the next few years, I think they are an up and coming team.",en,English,0
5420,f05dd5ae50,pretty good newspaper uh-huh,"I think this is a decent newspaper, and the comics section is my favorite.",en,English,1
5423,0039e05612,The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.  ,The liberation of these old European colonies weren't solely responsible for postwar independence movements.,en,English,1
5425,f3a40ee4a8,This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East.,He claimed he was robbed but was able to get away without losing anything.,en,English,2
5426,e2aba6bcdf,"When the two nations divided it up, France got 54 sq km (21 sq miles) and Holland agreed to take just 41 sq km (16 sq miles), but that included the important salt pond near the Dutch capital of Philipsburg.",France ended up not getting the salt pound. ,en,English,0
5429,ffb16f082d,they don't call them immigrants anymore that was back during my granddaddy's day,They never called them immigrants.,en,English,2
5431,00231917be,"Hersheimmer ""WELL,"" said Tuppence, recovering herself, ""it really seems as though it were meant to be."" Carter nodded.",It was destiny.,en,English,0
5432,b0ff69ae4c,We make simulacra out of mandrakes--like the manicurist in the barber shop.,The manicurist does great work. ,en,English,1
5435,e5ad37ba94,"It may be that the best way to read this text in the years ahead will not be with a magnifying glass, but through the looking glass--as a prism to discern what the political culture that produced Nixon shares with our own.",Many things are shared between the Nixon culture and our own,en,English,1
5436,75b855fc71,Czesiek had suitable experience in the matter.,The Czesiek had plenty of experience.,en,English,0
5438,84c72014ab,okay and and i think we just hang up i don't think we have to do anything else,We need to wait until they tell us what to do. ,en,English,2
5441,b8a81b995c,um-hum  right do where are you at what state,What state are you at?,en,English,0
5442,5385b2857f,They have found a new object of their affection.,They love their new sports car.,en,English,1
5443,445ddedd66,People make two justified complaints about our Slate 60 ranking of America's largest contributors to charity.,Slate 60 ranks American charity contributions.,en,English,0
5444,27a08fe752," Other villages are much less developed, and therein lies the essence of many delights.",The other villages are greatly developed.,en,English,2
5448,5318e20f68,well i think i got to agree with you there,I very much agree with you.,en,English,0
5449,b8e74b9de4,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","Even if the entire unified surplus were lost, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.",en,English,2
5450,dbe68df97a,"Fira is a shopper's paradise, a series of narrow alleys where you can wander free from the fear of traffic, although keep your eyes and ears open for donkeys.",Fira is built along a busy highway.,en,English,2
5451,83e8ef0d64,Big Game Fishing and Boat Trips.,Sport fishing and boat adventures.,en,English,0
5452,15b5eced9a,He caught his breath.,His breath would not come.,en,English,2
5453,7a2778c3e0,"Anyway, thank you very much for trying to help us.",We are upset that you didn't try to help at all.,en,English,2
5457,397a9f7b04,"The fascinating exhibits include a section of the massive chain that the Byzantines used to stretch across the mouth of the Golden Horn to keep out enemy ships, as well as captured enemy cannon and military banners, the campaign tents from which the Ottoman sultans controlled their armies, and examples of uniforms, armour, and weapons from the earliest days of the Empire down to the 20th century.",The Byzantines were one of the richest empires in world history.,en,English,1
5458,1beb153cb1," The equipment you need for windsurfing can be hired from the beaches at Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, and Eilat.",Windsurfing equipment is available for hire in Tel Aviv all year round. ,en,English,1
